Location ID,Depot Id,Product Code,Day of the Week,Schedule with Wave,Time Code,Priority,Comments 1,Comments 2,Comments 3,Comments 4,Trailer Type
2176,37198,5,Thursday,2,414,1,,,,,8m
2179,37198,10,Thursday,2,212,1,,,,,mddd
2179,37198,10,Thursday,2,420,2,,,,,mddd
2179,37198,10,Thursday,2,409,3,,,,,mddd
2179,37198,11,Thursday,2,208,1,,,,,mddd
2179,37198,11,Thursday,2,420,2,,,,,mddd
2179,37198,11,Thursday,2,321,3,,,,,mddd
2179,37198,5,Thursday,2,409,1,,,,,mddd
2190,37198,10,Thursday,2,214,1,,,,,10m
2190,37198,11,Thursday,2,214,1,,,,,10m
2190,37198,5,Thursday,2,214,1,,,,,10m
2218,37198,10,Thursday,2,215,1,,,,,13m
2218,37198,10,Thursday,2,314,2,,,,,13m
2218,37198,10,Thursday,2,413,3,,,,,13m
2218,37198,11,Thursday,2,215,1,,,,,13m
2218,37198,11,Thursday,2,314,2,,,,,13m
2218,37198,11,Thursday,2,413,3,,,,,13m
2218,37198,5,Thursday,2,215,1,,,,,13m
2239,37198,10,Thursday,2,317,1,,,,,10m
2239,37198,10,Thursday,2,317,2,,,,,10m
2239,37198,10,Thursday,2,317,3,,,,,10m
2239,37198,11,Thursday,2,317,1,,,,,10m
