Store Id,Grocery,Grocery Trunk,Fresh,Fresh Trunk,Frozen,Frozen Trunk
5687,#N/A,#N/A,30052,30052,37197,30052
5708,#N/A,#N/A,30052,30052,37197,30052
5710,#N/A,#N/A,30052,30052,37197,30052
5729,#N/A,#N/A,30052,30052,37197,30052
5735,#N/A,#N/A,30052,30052,37197,30052
5857,#N/A,#N/A,30052,30052,37197,30052
5863,#N/A,#N/A,30052,30052,37197,30052
5882,37198,30052,30052,30052,37197,30052
5904,#N/A,#N/A,30052,30052,37197,30052
5942,#N/A,#N/A,30052,30052,37197,30052
5998,#N/A,#N/A,30052,30052,37197,30052
5999,#N/A,#N/A,30052,30052,37197,30052
6071,#N/A,#N/A,30052,30052,37197,30052
6093,#N/A,#N/A,30052,30052,37197,30052
6094,#N/A,#N/A,30052,30052,37197,30052
6104,37198,30052,30052,30052,37197,30052
6133,#N/A,#N/A,30052,30052,37197,30052
6147,#N/A,#N/A,30052,30052,37197,30052
6166,#N/A,#N/A,30052,30052,37197,30052
6196,#N/A,#N/A,30052,30052,37197,30052
6220,#N/A,#N/A,30052,30052,37197,30052
6224,#N/A,#N/A,30052,30052,37197,30052
6239,#N/A,#N/A,30052,30052,37197,30052
6260,#N/A,#N/A,30052,30052,37197,30052
6290,#N/A,#N/A,30052,30052,37197,30052
6335,#N/A,#N/A,30052,30052,37197,30052
6372,#N/A,#N/A,30052,30052,37197,30052
6386,#N/A,#N/A,30052,30052,37197,30052
6424,#N/A,#N/A,30052,30052,37197,30052
6485,#N/A,#N/A,30052,30052,37197,30052
6495,#N/A,#N/A,30052,30052,37197,30052
6496,#N/A,#N/A,30052,30052,37197,30052
6500,#N/A,#N/A,30052,30052,37197,30052
6511,#N/A,#N/A,30052,30052,37197,30052
6523,#N/A,#N/A,30052,30052,37197,30052
6527,#N/A,#N/A,30052,30052,37197,30052
6531,#N/A,#N/A,30052,30052,37197,30052
6575,#N/A,#N/A,30052,30052,37197,30052
6630,#N/A,#N/A,30052,30052,37197,30052
6637,#N/A,#N/A,30052,30052,37197,30052
6650,#N/A,#N/A,30052,30052,37197,30052
6664,#N/A,#N/A,30052,30052,37197,30052
6675,#N/A,#N/A,30052,30052,37197,30052
6690,37198,30052,30052,30052,37197,30052
6698,37198,30052,30052,30052,37197,30052
6706,#N/A,#N/A,30052,30052,37197,30052
6725,#N/A,#N/A,30052,30052,37197,30052
6763,#N/A,#N/A,30052,30052,37197,30052
6765,#N/A,#N/A,30052,30052,37197,30052
6774,#N/A,#N/A,30052,30052,37197,30052
6784,#N/A,#N/A,30052,30052,37197,30052
6785,#N/A,#N/A,30052,30052,37197,30052
6790,#N/A,#N/A,30052,30052,37197,30052
6802,#N/A,#N/A,30052,30052,37197,30052
6827,#N/A,30052,30052,30052,37197,30052
6835,#N/A,#N/A,30052,30052,37197,30052
6843,37198,30052,30052,30052,37197,30052
6885,#N/A,#N/A,30052,30052,37197,30052
6981,#N/A,#N/A,30052,30052,37197,30052
6999,#N/A,#N/A,30052,30052,37197,30052
57817,#N/A,#N/A,30052,30052,37197,30052
57844,#N/A,#N/A,30052,30052,37197,30052
57880,#N/A,#N/A,30052,30052,37197,30052
57881,#N/A,#N/A,30052,30052,37197,30052
57890,#N/A,#N/A,30052,30052,37197,30052
57906,#N/A,#N/A,30052,30052,37197,30052
57912,#N/A,#N/A,30052,30052,37197,30052
57917,#N/A,#N/A,30052,30052,37197,30052
57952,#N/A,#N/A,30052,30052,37197,30052
57986,#N/A,#N/A,30052,30052,37197,30052
57989,#N/A,#N/A,30052,30052,37197,30052
57991,#N/A,#N/A,30052,30052,37197,30052
57992,#N/A,#N/A,30052,30052,37197,30052
57994,#N/A,#N/A,30052,30052,37197,30052
6029,68807,68807,68807,68807,30111,68807
2004,37198,37198,30052,30052,37197,30052
2031,37198,37198,30052,30052,37197,30052
2039,37198,37198,30052,30052,37197,30052
2058,37198,37198,#N/A,#N/A,#N/A,#N/A
2065,37198,37198,#N/A,#N/A,#N/A,#N/A
2072,37198,37198,#N/A,#N/A,#N/A,#N/A
2073,37198,37198,#N/A,#N/A,#N/A,#N/A
2078,37198,37198,#N/A,#N/A,#N/A,#N/A
2082,37198,37198,#N/A,#N/A,#N/A,#N/A
2092,37198,37198,#N/A,#N/A,#N/A,#N/A
2094,37198,37198,30052,30052,37197,30052
2097,37198,37198,#N/A,#N/A,#N/A,#N/A
2101,37198,37198,#N/A,#N/A,#N/A,#N/A
2134,37198,37198,#N/A,#N/A,#N/A,#N/A
2140,37198,37198,30052,30052,37197,30052
2152,37198,37198,#N/A,#N/A,#N/A,#N/A
2161,37198,37198,#N/A,#N/A,#N/A,#N/A
2166,37198,37198,#N/A,#N/A,#N/A,#N/A
2169,37198,37198,#N/A,#N/A,#N/A,#N/A
2172,37198,37198,#N/A,#N/A,#N/A,#N/A
2174,37198,37198,#N/A,#N/A,#N/A,#N/A
2176,37198,37198,#N/A,#N/A,#N/A,#N/A
2177,37198,37198,30052,30052,37197,30052
2179,37198,37198,#N/A,#N/A,#N/A,#N/A
2190,37198,37198,#N/A,#N/A,#N/A,#N/A
2200,37198,37198,30052,30052,37197,30052
2203,37198,37198,30052,30052,37197,30052
2208,37198,37198,30052,30052,37197,30052
2209,37198,30054,#N/A,#N/A,#N/A,#N/A
2218,37198,37198,#N/A,#N/A,#N/A,#N/A
2239,37198,37198,#N/A,#N/A,#N/A,#N/A
2249,37198,37198,#N/A,#N/A,#N/A,#N/A
2253,37198,37198,30052,30052,37197,30052
2265,37198,37198,#N/A,#N/A,#N/A,#N/A
2271,37198,37198,#N/A,#N/A,#N/A,#N/A
2297,37198,37198,#N/A,#N/A,#N/A,#N/A
2299,37198,37198,#N/A,#N/A,#N/A,#N/A
2310,37198,37198,#N/A,#N/A,#N/A,#N/A
2326,37198,37198,#N/A,#N/A,#N/A,#N/A
2327,37198,37198,#N/A,#N/A,#N/A,#N/A
2329,37198,37198,#N/A,#N/A,#N/A,#N/A
2330,37198,37198,#N/A,#N/A,#N/A,#N/A
2345,37198,37198,30052,30052,37197,30052
2348,37198,37198,30052,30052,37197,30052
2357,37198,37198,#N/A,#N/A,#N/A,#N/A
2373,37198,37198,#N/A,#N/A,#N/A,#N/A
2377,37198,37198,#N/A,#N/A,#N/A,#N/A
2383,37198,30054,#N/A,#N/A,#N/A,#N/A
2391,37198,37198,#N/A,#N/A,#N/A,#N/A
2393,37198,37198,#N/A,#N/A,#N/A,#N/A
2394,37198,37198,#N/A,#N/A,#N/A,#N/A
2395,37198,37198,30052,30052,37197,30052
2422,37198,37198,30052,30052,37197,30052
2436,37198,37198,#N/A,#N/A,#N/A,#N/A
2438,37198,37198,30052,30052,37197,30052
2445,37198,37198,30052,30052,37197,30052
2450,37198,37198,30052,30052,37197,30052
2469,37198,37198,#N/A,#N/A,#N/A,#N/A
2470,37198,37198,#N/A,#N/A,#N/A,#N/A
2502,37198,37198,#N/A,#N/A,#N/A,#N/A
2506,37198,37198,#N/A,#N/A,#N/A,#N/A
2526,37198,37198,30052,30052,37197,30052
2527,37198,37198,#N/A,#N/A,#N/A,#N/A
2531,37198,37198,30052,30052,37197,30052
2535,37198,37198,30052,30052,37197,30052
2541,37198,37198,30052,30052,37197,30052
2554,37198,37198,#N/A,#N/A,#N/A,#N/A
2556,37198,37198,30052,30052,37197,30052
2568,37198,37198,#N/A,#N/A,#N/A,#N/A
2569,37198,37198,#N/A,#N/A,#N/A,#N/A
2572,37198,37198,30052,30052,37197,30052
2574,37198,37198,#N/A,#N/A,#N/A,#N/A
2577,37198,37198,30052,30052,37197,30052
2596,37198,37198,30052,30052,37197,30052
2600,37198,37198,#N/A,#N/A,#N/A,#N/A
2603,37198,37198,#N/A,#N/A,#N/A,#N/A
2618,37198,37198,#N/A,#N/A,#N/A,#N/A
2619,37198,37198,#N/A,#N/A,#N/A,#N/A
2621,37198,37198,#N/A,#N/A,#N/A,#N/A
2634,37198,37198,#N/A,#N/A,#N/A,#N/A
2639,37198,37198,#N/A,#N/A,#N/A,#N/A
2665,37198,37198,#N/A,#N/A,#N/A,#N/A
2671,37198,37198,#N/A,#N/A,#N/A,#N/A
2680,37198,37198,30052,30052,37197,30052
2684,37198,37198,#N/A,#N/A,#N/A,#N/A
2685,37198,37198,#N/A,#N/A,#N/A,#N/A
2697,37198,37198,#N/A,#N/A,#N/A,#N/A
2709,37198,37198,#N/A,#N/A,#N/A,#N/A
2720,37198,37198,#N/A,#N/A,#N/A,#N/A
2722,37198,37198,#N/A,#N/A,#N/A,#N/A
2723,37198,37198,30052,30052,37197,30052
2726,37198,37198,#N/A,#N/A,#N/A,#N/A
2727,37198,30054,#N/A,#N/A,#N/A,#N/A
2730,37198,37198,#N/A,#N/A,#N/A,#N/A
2745,37198,37198,#N/A,#N/A,#N/A,#N/A
2747,37198,37198,#N/A,#N/A,#N/A,#N/A
2748,37198,37198,#N/A,#N/A,#N/A,#N/A
2751,37198,37198,#N/A,#N/A,#N/A,#N/A
2757,37198,37198,#N/A,#N/A,#N/A,#N/A
2761,37198,30054,#N/A,#N/A,#N/A,#N/A
2775,37198,37198,#N/A,#N/A,#N/A,#N/A
2777,37198,37198,#N/A,#N/A,#N/A,#N/A
2789,37198,37198,#N/A,#N/A,#N/A,#N/A
2803,37198,37198,30052,30052,37197,30052
2805,37198,37198,#N/A,#N/A,#N/A,#N/A
2806,37198,37198,#N/A,#N/A,#N/A,#N/A
2807,37198,37198,#N/A,#N/A,#N/A,#N/A
2821,37198,37198,30052,30052,37197,30052
2822,37198,37198,30052,30052,37197,30052
2826,37198,37198,#N/A,#N/A,#N/A,#N/A
2832,37198,37198,#N/A,#N/A,#N/A,#N/A
2848,37198,37198,#N/A,#N/A,#N/A,#N/A
2857,37198,37198,30052,30052,37197,30052
2860,37198,37198,30052,30052,37197,30052
2877,37198,37198,#N/A,#N/A,#N/A,#N/A
2882,37198,37198,#N/A,#N/A,#N/A,#N/A
2889,37198,37198,#N/A,#N/A,#N/A,#N/A
2902,37198,37198,30052,30052,37197,30052
2903,37198,37198,30052,30052,37197,30052
2906,37198,37198,30052,30052,37197,30052
2948,37198,37198,#N/A,#N/A,#N/A,#N/A
2955,37198,37198,#N/A,#N/A,#N/A,#N/A
2962,37198,37198,#N/A,#N/A,#N/A,#N/A
2986,37198,37198,#N/A,#N/A,#N/A,#N/A
2988,37198,37198,#N/A,#N/A,#N/A,#N/A
2998,37198,37198,#N/A,#N/A,#N/A,#N/A
3003,37198,37198,30052,30052,37197,30052
3007,37198,37198,30052,30052,37197,30052
3038,37198,37198,30052,30052,37197,30052
3060,37198,37198,#N/A,#N/A,#N/A,#N/A
3068,37198,37198,30052,30052,37197,30052
3069,37198,37198,#N/A,#N/A,#N/A,#N/A
3070,37198,37198,30052,30052,37197,30052
3078,37198,37198,30052,30052,37197,30052
3082,37198,37198,#N/A,#N/A,#N/A,#N/A
3086,37198,37198,#N/A,#N/A,#N/A,#N/A
3093,37198,37198,#N/A,#N/A,#N/A,#N/A
3105,37198,37198,#N/A,#N/A,#N/A,#N/A
3107,37198,37198,#N/A,#N/A,#N/A,#N/A
3112,37198,37198,30052,30052,37197,30052
3116,37198,37198,30052,30052,37197,30052
3120,37198,37198,#N/A,#N/A,#N/A,#N/A
3130,37198,37198,#N/A,#N/A,#N/A,#N/A
3131,37198,37198,#N/A,#N/A,#N/A,#N/A
3137,37198,37198,30052,30052,37197,30052
3148,37198,37198,30052,30052,37197,30052
3156,37198,37198,#N/A,#N/A,#N/A,#N/A
3177,37198,37198,#N/A,#N/A,#N/A,#N/A
3179,37198,37198,30052,30052,37197,30052
3180,37198,37198,30052,30052,37197,37197
3189,37198,37198,30052,30052,37197,30052
3205,37198,37198,30052,30052,37197,30052
3215,37198,37198,#N/A,#N/A,#N/A,#N/A
3222,37198,37198,#N/A,#N/A,#N/A,#N/A
3232,37198,37198,30052,30052,37197,30052
3234,37198,37198,#N/A,#N/A,#N/A,#N/A
3236,37198,37198,#N/A,#N/A,#N/A,#N/A
3240,37198,37198,#N/A,#N/A,#N/A,#N/A
3245,37198,37198,#N/A,#N/A,#N/A,#N/A
3246,37198,37198,30052,30052,37197,30052
3252,37198,37198,#N/A,#N/A,#N/A,#N/A
3256,37198,37198,#N/A,#N/A,#N/A,#N/A
3257,37198,37198,30052,30052,37197,30052
3264,37198,37198,#N/A,#N/A,#N/A,#N/A
3273,37198,37198,#N/A,#N/A,#N/A,#N/A
3283,37198,37198,30052,30052,37197,30052
3291,37198,37198,#N/A,#N/A,#N/A,#N/A
3300,37198,37198,30052,30052,37197,30052
3301,37198,37198,#N/A,#N/A,#N/A,#N/A
3304,37198,37198,30052,30052,37197,30052
3305,37198,37198,#N/A,#N/A,#N/A,#N/A
3317,37198,37198,#N/A,#N/A,#N/A,#N/A
3320,37198,37198,#N/A,#N/A,#N/A,#N/A
3322,37198,37198,#N/A,#N/A,#N/A,#N/A
3329,37198,37198,#N/A,#N/A,#N/A,#N/A
3330,37198,37198,30052,30052,37197,30052
3331,37198,37198,#N/A,#N/A,#N/A,#N/A
3332,37198,37198,#N/A,#N/A,#N/A,#N/A
3349,37198,37198,#N/A,#N/A,#N/A,#N/A
3352,37198,37198,#N/A,#N/A,#N/A,#N/A
3355,37198,30052,30052,30052,37197,30052
3356,37198,37198,#N/A,#N/A,#N/A,#N/A
3359,37198,37198,#N/A,#N/A,#N/A,#N/A
3361,37198,37198,#N/A,#N/A,#N/A,#N/A
3366,37198,37198,#N/A,#N/A,#N/A,#N/A
3373,37198,37198,#N/A,#N/A,#N/A,#N/A
3382,37198,30054,#N/A,#N/A,#N/A,#N/A
3386,37198,37198,30052,30052,37197,30052
3400,37198,37198,30052,30052,37197,30052
3401,37198,37198,30052,30052,37197,30052
3417,37198,37198,#N/A,#N/A,#N/A,#N/A
3422,37198,37198,#N/A,#N/A,#N/A,#N/A
3445,37198,30054,#N/A,#N/A,#N/A,#N/A
3446,37198,37198,30052,30052,37197,30052
3448,37198,37198,#N/A,#N/A,#N/A,#N/A
3474,37198,37198,#N/A,#N/A,#N/A,#N/A
3477,37198,30054,#N/A,#N/A,#N/A,#N/A
3482,37198,37198,#N/A,#N/A,#N/A,#N/A
3483,37198,37198,#N/A,#N/A,#N/A,#N/A
3490,37198,37198,#N/A,#N/A,#N/A,#N/A
4337,37198,37198,#N/A,#N/A,#N/A,#N/A
4351,37198,37198,#N/A,#N/A,#N/A,#N/A
4359,37198,37198,#N/A,#N/A,#N/A,#N/A
4371,37198,37198,#N/A,#N/A,#N/A,#N/A
4376,37198,30052,30052,30052,37197,30052
4381,37198,37198,#N/A,#N/A,#N/A,#N/A
4387,37198,30052,30052,30052,37197,30052
4389,37198,37198,#N/A,#N/A,#N/A,#N/A
4392,37198,30052,30052,30052,37197,30052
4394,37198,37198,#N/A,#N/A,#N/A,#N/A
4396,37198,37198,#N/A,#N/A,#N/A,#N/A
4400,37198,37198,#N/A,#N/A,#N/A,#N/A
4436,37198,37198,#N/A,#N/A,#N/A,#N/A
4457,37198,30054,#N/A,#N/A,#N/A,#N/A
4474,37198,37198,#N/A,#N/A,#N/A,#N/A
4483,37198,37198,#N/A,#N/A,#N/A,#N/A
4498,37198,37198,30052,30052,37197,30052
4521,37198,37198,#N/A,#N/A,#N/A,#N/A
4564,37198,37198,30052,30052,37197,30052
4577,37198,30054,#N/A,#N/A,#N/A,#N/A
4619,37198,37198,30052,30052,37197,30052
4634,37198,37198,#N/A,#N/A,#N/A,#N/A
4647,37198,37198,30052,30052,37197,30052
4808,37198,37198,30052,30052,37197,30052
4815,37198,37198,#N/A,#N/A,#N/A,#N/A
4817,37198,37198,30052,30052,37197,30052
4822,37198,37198,#N/A,#N/A,#N/A,#N/A
4827,37198,37198,#N/A,#N/A,#N/A,#N/A
4828,37198,37198,#N/A,#N/A,#N/A,#N/A
4830,37198,37198,#N/A,#N/A,#N/A,#N/A
4832,37198,37198,#N/A,#N/A,#N/A,#N/A
4835,37198,37198,#N/A,#N/A,#N/A,#N/A
4849,37198,37198,#N/A,#N/A,37197,30054
4851,37198,37198,#N/A,#N/A,#N/A,#N/A
4857,37198,37198,30052,30052,37197,30052
4875,37198,37198,30052,30052,37197,30052
4894,37198,37198,30052,30052,37197,30052
4901,37198,37198,#N/A,#N/A,#N/A,#N/A
4911,37198,37198,#N/A,#N/A,#N/A,#N/A
4916,37198,37198,#N/A,#N/A,#N/A,#N/A
4923,37198,37198,#N/A,#N/A,#N/A,#N/A
5001,37198,37198,30052,30052,37197,30052
5003,37198,37198,30052,30052,37197,30052
5004,37198,37198,#N/A,#N/A,#N/A,#N/A
5013,37198,37198,#N/A,#N/A,#N/A,#N/A
5042,37198,30054,#N/A,#N/A,#N/A,#N/A
5061,37198,37198,30052,30052,37197,30052
5069,37198,37198,30052,30052,37197,30052
5079,37198,30054,#N/A,#N/A,#N/A,#N/A
5084,37198,37198,#N/A,#N/A,#N/A,#N/A
5086,37198,37198,#N/A,#N/A,#N/A,#N/A
5096,37198,30054,#N/A,#N/A,#N/A,#N/A
5102,37198,37198,30052,30052,37197,30052
5116,37198,37198,#N/A,#N/A,#N/A,#N/A
5120,37198,37198,#N/A,#N/A,#N/A,#N/A
5123,37198,37198,#N/A,#N/A,#N/A,#N/A
5125,37198,37198,#N/A,#N/A,#N/A,#N/A
5130,37198,37198,#N/A,#N/A,#N/A,#N/A
5140,37198,37198,#N/A,#N/A,#N/A,#N/A
5145,37198,37198,30052,30052,37197,30052
5152,37198,37198,#N/A,#N/A,#N/A,#N/A
5157,37198,37198,#N/A,#N/A,#N/A,#N/A
5158,37198,37198,#N/A,#N/A,#N/A,#N/A
5177,37198,37198,#N/A,#N/A,#N/A,#N/A
5178,37198,37198,#N/A,#N/A,#N/A,#N/A
5191,37198,30054,#N/A,#N/A,#N/A,#N/A
5196,37198,37198,#N/A,#N/A,#N/A,#N/A
5199,37198,37198,#N/A,#N/A,#N/A,#N/A
5210,37198,37198,#N/A,#N/A,#N/A,#N/A
5215,37198,37198,#N/A,#N/A,#N/A,#N/A
5222,37198,37198,#N/A,#N/A,#N/A,#N/A
5226,37198,37198,30052,30052,37197,30052
5233,37198,37198,30052,30052,37197,30052
5234,37198,37198,30052,30052,37197,30052
5238,37198,37198,30052,30052,37197,30052
5241,37198,37198,#N/A,#N/A,#N/A,#N/A
5244,37198,30054,#N/A,#N/A,#N/A,#N/A
5260,37198,37198,#N/A,#N/A,#N/A,#N/A
5275,37198,37198,#N/A,#N/A,#N/A,#N/A
5282,37198,37198,#N/A,#N/A,#N/A,#N/A
5284,37198,37198,#N/A,#N/A,#N/A,#N/A
5295,37198,37198,#N/A,#N/A,#N/A,#N/A
5311,37198,37198,30052,30052,37197,30052
5327,37198,37198,#N/A,#N/A,#N/A,#N/A
5337,37198,37198,30052,30052,37197,30052
5342,37198,30054,#N/A,#N/A,#N/A,#N/A
5343,37198,37198,#N/A,#N/A,#N/A,#N/A
5346,37198,37198,30052,30052,37197,30052
5347,37198,30054,#N/A,#N/A,#N/A,#N/A
5356,37198,37198,30052,30052,37197,30052
5372,37198,37198,#N/A,#N/A,#N/A,#N/A
5376,37198,37198,#N/A,#N/A,#N/A,#N/A
5377,37198,37198,#N/A,#N/A,#N/A,#N/A
5380,37198,37198,#N/A,#N/A,#N/A,#N/A
5382,37198,30054,#N/A,#N/A,#N/A,#N/A
5383,37198,37198,#N/A,#N/A,#N/A,#N/A
5404,37198,37198,#N/A,#N/A,#N/A,#N/A
5408,37198,37198,#N/A,#N/A,#N/A,#N/A
5418,37198,37198,#N/A,#N/A,#N/A,#N/A
5424,37198,37198,30052,30052,37197,30052
5430,37198,37198,#N/A,#N/A,#N/A,#N/A
5432,37198,37198,#N/A,#N/A,#N/A,#N/A
5444,37198,37198,30052,30052,37197,30052
5453,37198,37198,#N/A,#N/A,#N/A,#N/A
5460,37198,37198,#N/A,#N/A,#N/A,#N/A
5465,37198,37198,#N/A,#N/A,#N/A,#N/A
5469,37198,37198,#N/A,#N/A,#N/A,#N/A
5470,37198,37198,30052,30052,37197,30052
5477,37198,30054,#N/A,#N/A,#N/A,#N/A
5481,37198,37198,#N/A,#N/A,#N/A,#N/A
5486,37198,37198,#N/A,#N/A,#N/A,#N/A
5487,37198,37198,#N/A,#N/A,#N/A,#N/A
5501,37198,37198,#N/A,#N/A,#N/A,#N/A
5508,37198,37198,#N/A,#N/A,#N/A,#N/A
5509,37198,37198,#N/A,#N/A,#N/A,#N/A
5510,37198,37198,30052,30052,37197,30052
5511,37198,30052,30052,30052,37197,30052
5513,37198,37198,#N/A,#N/A,#N/A,#N/A
5514,37198,37198,30052,30052,37197,30052
5516,37198,30054,#N/A,#N/A,#N/A,#N/A
5518,37198,37198,#N/A,#N/A,#N/A,#N/A
5530,37198,37198,30052,30052,37197,30052
5531,37198,37198,#N/A,#N/A,#N/A,#N/A
5532,37198,30054,#N/A,#N/A,#N/A,#N/A
5537,37198,37198,30052,30052,37197,30052
5539,37198,37198,#N/A,#N/A,#N/A,#N/A
5559,37198,37198,30103,30103,37197,30103
5581,37198,37198,#N/A,#N/A,#N/A,#N/A
5599,37198,37198,#N/A,#N/A,#N/A,#N/A
5600,37198,37198,#N/A,#N/A,#N/A,#N/A
5601,37198,37198,30052,30052,37197,30052
5603,37198,37198,#N/A,#N/A,#N/A,#N/A
5608,37198,37198,30052,30052,37197,30052
5611,37198,37198,#N/A,#N/A,#N/A,#N/A
5644,37198,37198,#N/A,#N/A,#N/A,#N/A
5649,37198,30052,30052,30052,37197,30052
5651,37198,37198,30052,30052,37197,30052
5685,37198,37198,#N/A,#N/A,#N/A,#N/A
5686,37198,37198,30052,30052,37197,30052
5688,37198,37198,#N/A,#N/A,#N/A,#N/A
5690,37198,30054,#N/A,#N/A,#N/A,#N/A
5692,37198,37198,#N/A,#N/A,#N/A,#N/A
5708,37198,37198,30052,30052,37197,30052
5710,37198,37198,30052,30052,37197,30052
5714,37198,37198,#N/A,#N/A,#N/A,#N/A
5727,37198,37198,#N/A,#N/A,#N/A,#N/A
5729,37198,37198,30052,30052,37197,30052
5735,37198,37198,30052,30052,37197,30052
5736,37198,37198,#N/A,#N/A,#N/A,#N/A
5777,37198,37198,#N/A,#N/A,#N/A,#N/A
5784,37198,37198,#N/A,#N/A,#N/A,#N/A
5841,37198,37198,#N/A,#N/A,#N/A,#N/A
5842,37198,37198,#N/A,#N/A,#N/A,#N/A
5857,37198,37198,30052,30052,37197,30052
5863,37198,37198,30052,30052,37197,30052
5870,37198,37198,#N/A,#N/A,#N/A,#N/A
5878,37198,37198,#N/A,#N/A,#N/A,#N/A
5882,37198,30052,30052,30052,37197,30052
5898,37198,30054,#N/A,#N/A,#N/A,#N/A
5904,37198,37198,30052,30052,37197,30052
5906,37198,37198,#N/A,#N/A,#N/A,#N/A
5907,37198,37198,#N/A,#N/A,#N/A,#N/A
5909,37198,37198,#N/A,#N/A,#N/A,#N/A
5911,37198,37198,#N/A,#N/A,#N/A,#N/A
5912,37198,37198,#N/A,#N/A,#N/A,#N/A
5915,37198,37198,#N/A,#N/A,#N/A,#N/A
5923,37198,37198,#N/A,#N/A,#N/A,#N/A
5926,37198,37198,#N/A,#N/A,#N/A,#N/A
5928,37198,37198,#N/A,#N/A,#N/A,#N/A
5932,37198,37198,#N/A,#N/A,#N/A,#N/A
5933,37198,37198,#N/A,#N/A,#N/A,#N/A
5939,37198,37198,#N/A,#N/A,#N/A,#N/A
5942,37198,37198,30052,30052,37197,30052
5944,37198,30054,#N/A,#N/A,#N/A,#N/A
5945,37198,37198,#N/A,#N/A,#N/A,#N/A
5946,37198,37198,#N/A,#N/A,#N/A,#N/A
5949,37198,37198,#N/A,#N/A,#N/A,#N/A
5953,37198,37198,#N/A,#N/A,#N/A,#N/A
5956,37198,37198,#N/A,#N/A,#N/A,#N/A
5958,37198,37198,#N/A,#N/A,#N/A,#N/A
5983,37198,37198,#N/A,#N/A,#N/A,#N/A
5989,37198,37198,#N/A,#N/A,#N/A,#N/A
5998,37198,37198,30052,30052,37197,30052
5999,37198,37198,30052,30052,37197,30052
6005,37198,37198,#N/A,#N/A,#N/A,#N/A
6009,37198,30054,#N/A,#N/A,#N/A,#N/A
6018,37198,37198,#N/A,#N/A,#N/A,#N/A
6026,37198,37198,#N/A,#N/A,#N/A,#N/A
6031,37198,37198,#N/A,#N/A,#N/A,#N/A
6033,37198,37198,#N/A,#N/A,#N/A,#N/A
6034,37198,30054,#N/A,#N/A,#N/A,#N/A
6038,37198,37198,#N/A,#N/A,#N/A,#N/A
6039,37198,37198,#N/A,#N/A,#N/A,#N/A
6041,37198,37198,#N/A,#N/A,#N/A,#N/A
6042,37198,37198,#N/A,#N/A,#N/A,#N/A
6044,37198,37198,#N/A,#N/A,#N/A,#N/A
6048,37198,30054,#N/A,#N/A,#N/A,#N/A
6057,37198,37198,#N/A,#N/A,#N/A,#N/A
6063,37198,37198,#N/A,#N/A,#N/A,#N/A
6069,37198,37198,#N/A,#N/A,#N/A,#N/A
6070,37198,30054,#N/A,#N/A,#N/A,#N/A
6075,37198,37198,#N/A,#N/A,#N/A,#N/A
6077,37198,37198,#N/A,#N/A,#N/A,#N/A
6079,37198,37198,#N/A,#N/A,#N/A,#N/A
6093,37198,37198,30052,30052,37197,30052
6094,37198,37198,30052,30052,37197,30052
6101,37198,37198,#N/A,#N/A,#N/A,#N/A
6104,37198,30052,30052,30052,37197,30052
6105,37198,37198,#N/A,#N/A,#N/A,#N/A
6126,37198,37198,#N/A,#N/A,#N/A,#N/A
6147,37198,37198,30052,30052,37197,30052
6150,37198,37198,#N/A,#N/A,#N/A,#N/A
6162,37198,37198,#N/A,#N/A,#N/A,#N/A
6166,37198,37198,30052,30052,37197,30052
6172,37198,37198,#N/A,#N/A,#N/A,#N/A
6179,37198,37198,#N/A,#N/A,#N/A,#N/A
6196,37198,37198,30052,30052,37197,30052
6200,37198,37198,#N/A,#N/A,#N/A,#N/A
6206,37198,37198,#N/A,#N/A,#N/A,#N/A
6212,37198,37198,#N/A,#N/A,#N/A,#N/A
6217,37198,37198,#N/A,#N/A,#N/A,#N/A
6220,37198,37198,30052,30052,37197,30052
6224,37198,37198,30052,30052,37197,30052
6230,37198,37198,#N/A,#N/A,#N/A,#N/A
6231,37198,37198,#N/A,#N/A,#N/A,#N/A
6234,37198,37198,#N/A,#N/A,#N/A,#N/A
6235,37198,37198,#N/A,#N/A,#N/A,#N/A
6244,37198,37198,#N/A,#N/A,#N/A,#N/A
6248,37198,37198,#N/A,#N/A,#N/A,#N/A
6260,37198,37198,30052,30052,37197,30052
6278,37198,37198,#N/A,#N/A,#N/A,#N/A
6289,37198,37198,#N/A,#N/A,#N/A,#N/A
6290,37198,37198,30052,30052,37197,30052
6291,37198,37198,#N/A,#N/A,#N/A,#N/A
6318,37198,37198,#N/A,#N/A,#N/A,#N/A
6319,37198,37198,#N/A,#N/A,#N/A,#N/A
6335,37198,37198,30052,30052,37197,30052
6339,37198,37198,#N/A,#N/A,#N/A,#N/A
6346,37198,37198,#N/A,#N/A,#N/A,#N/A
6349,37198,37198,#N/A,#N/A,#N/A,#N/A
6363,37198,37198,#N/A,#N/A,#N/A,#N/A
6364,37198,37198,#N/A,#N/A,#N/A,#N/A
6365,37198,37198,#N/A,#N/A,#N/A,#N/A
6371,37198,37198,#N/A,#N/A,#N/A,#N/A
6372,37198,37198,30052,30052,37197,30052
6386,37198,37198,30052,30052,37197,30052
6390,37198,37198,#N/A,#N/A,#N/A,#N/A
6408,37198,37198,#N/A,#N/A,#N/A,#N/A
6413,37198,37198,#N/A,#N/A,#N/A,#N/A
6422,37198,37198,#N/A,#N/A,#N/A,#N/A
6424,37198,37198,30052,30052,37197,30052
6431,37198,37198,#N/A,#N/A,#N/A,#N/A
