Store Id,Grocery,Grocery Trunk,Fresh,Fresh Trunk,Frozen,Frozen Trunk
5851,#N/A,#N/A,30102,30102,#N/A,#N/A
5852,#N/A,#N/A,30102,30102,#N/A,#N/A
5853,#N/A,#N/A,30102,30102,#N/A,#N/A
5854,#N/A,#N/A,30102,30102,#N/A,#N/A
5862,#N/A,#N/A,30103,30103,37197,30103
5867,#N/A,#N/A,30053,30053,#N/A,#N/A
5880,#N/A,#N/A,30103,30103,37197,30103
5886,#N/A,#N/A,30102,30102,#N/A,#N/A
5893,34512,30102,30102,30102,#N/A,#N/A
5895,#N/A,#N/A,30103,30103,37197,30103
5902,#N/A,#N/A,30102,30102,#N/A,#N/A
5905,34517,30103,30103,30103,37197,30103
5913,#N/A,#N/A,30102,30102,#N/A,#N/A
5921,#N/A,#N/A,30102,30102,#N/A,#N/A
5927,#N/A,#N/A,30053,30053,#N/A,#N/A
5966,#N/A,#N/A,30053,30053,#N/A,#N/A
5971,#N/A,#N/A,30053,30053,37197,30053
5984,#N/A,#N/A,30102,30102,#N/A,#N/A
5996,34512,30102,30102,30102,#N/A,#N/A
6002,#N/A,#N/A,30103,30103,37197,30103
6006,#N/A,#N/A,30102,30102,#N/A,#N/A
6011,#N/A,#N/A,30103,30103,37197,30103
6012,34517,30103,30103,30103,37197,30103
6014,#N/A,#N/A,30053,30053,#N/A,#N/A
6016,34517,30103,30103,30103,37197,30103
6030,#N/A,#N/A,30053,30053,37197,30053
6045,#N/A,#N/A,30102,30102,#N/A,#N/A
6046,34512,30102,30102,30102,#N/A,#N/A
6056,#N/A,#N/A,30103,30103,37197,30103
6060,#N/A,#N/A,30102,30102,#N/A,#N/A
6065,#N/A,#N/A,30102,30102,#N/A,#N/A
6091,34517,30053,30053,30053,#N/A,#N/A
6092,#N/A,#N/A,30053,30053,#N/A,#N/A
6103,#N/A,#N/A,30102,30102,#N/A,#N/A
6112,#N/A,#N/A,30102,30102,#N/A,#N/A
6114,#N/A,#N/A,30053,30053,#N/A,#N/A
6119,#N/A,#N/A,30102,30102,#N/A,#N/A
6124,#N/A,#N/A,30053,30053,#N/A,#N/A
6135,#N/A,#N/A,30102,30102,#N/A,#N/A
6136,#N/A,#N/A,30103,30103,37197,30103
6137,#N/A,#N/A,30053,30053,#N/A,#N/A
6139,#N/A,#N/A,30053,30053,#N/A,#N/A
6141,#N/A,#N/A,30102,30102,#N/A,#N/A
6142,#N/A,#N/A,30053,30053,#N/A,#N/A
6148,#N/A,#N/A,30103,30103,37197,30103
6159,#N/A,#N/A,30102,30102,#N/A,#N/A
6160,#N/A,#N/A,34515,34515,37197,34515
6161,#N/A,#N/A,30102,30102,#N/A,#N/A
6163,#N/A,#N/A,30053,30053,37197,30053
6165,#N/A,#N/A,30103,30103,37197,30103
6167,#N/A,#N/A,30053,30053,#N/A,#N/A
6170,#N/A,#N/A,30053,30053,#N/A,#N/A
6174,34517,30053,30053,30053,#N/A,#N/A
6178,#N/A,#N/A,30102,30102,#N/A,#N/A
6184,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6189,34517,30103,30103,30103,37197,30103
6192,#N/A,#N/A,30053,30053,37197,30053
6195,#N/A,#N/A,30102,30102,#N/A,#N/A
6197,#N/A,#N/A,30102,30102,#N/A,#N/A
6202,34517,30103,30103,30103,37197,30103
6207,#N/A,#N/A,30053,30053,37197,30053
6214,#N/A,#N/A,30103,30103,37197,30103
6219,34517,30053,30053,30053,#N/A,#N/A
6223,#N/A,#N/A,30102,30102,#N/A,#N/A
6226,#N/A,#N/A,30102,30102,#N/A,#N/A
6227,#N/A,#N/A,30102,30102,#N/A,#N/A
6242,#N/A,#N/A,30103,30103,37197,30103
6246,#N/A,#N/A,34515,34515,37197,34515
6249,#N/A,#N/A,30102,30102,#N/A,#N/A
6255,#N/A,#N/A,30103,30103,37197,30103
6262,#N/A,#N/A,30053,30053,#N/A,#N/A
6276,#N/A,#N/A,30102,30102,#N/A,#N/A
6292,#N/A,#N/A,30053,30053,37197,30053
6294,#N/A,#N/A,30103,30103,37197,30103
6295,#N/A,#N/A,30103,30103,37197,30103
6299,#N/A,#N/A,30102,30102,#N/A,#N/A
6300,#N/A,#N/A,30102,30102,#N/A,#N/A
6305,#N/A,#N/A,30102,30102,#N/A,#N/A
6316,#N/A,#N/A,30103,30103,37197,30103
6320,#N/A,#N/A,30052,30052,37197,30052
6321,#N/A,#N/A,30052,30052,37197,30052
6323,34517,30053,30053,30053,#N/A,#N/A
6331,#N/A,#N/A,30053,30053,37197,30053
6338,#N/A,#N/A,30053,30053,#N/A,#N/A
6369,#N/A,#N/A,30102,30102,#N/A,#N/A
6388,#N/A,#N/A,30102,30102,#N/A,#N/A
6399,#N/A,#N/A,30103,30103,37197,30103
6403,#N/A,#N/A,30053,30053,#N/A,#N/A
6405,#N/A,#N/A,30103,30103,37197,30103
6411,#N/A,#N/A,30102,30102,#N/A,#N/A
6418,#N/A,#N/A,30102,30102,#N/A,#N/A
6426,#N/A,#N/A,30053,30053,#N/A,#N/A
6428,#N/A,#N/A,30102,30102,#N/A,#N/A
6441,#N/A,#N/A,30102,30102,#N/A,#N/A
6446,#N/A,#N/A,30053,30053,#N/A,#N/A
6447,#N/A,#N/A,30102,30102,#N/A,#N/A
6448,#N/A,#N/A,30102,30102,#N/A,#N/A
6457,#N/A,#N/A,34515,34515,37197,34515
6461,#N/A,#N/A,30053,30053,#N/A,#N/A
6462,#N/A,#N/A,30102,30102,#N/A,#N/A
6463,#N/A,#N/A,30102,30102,#N/A,#N/A
6473,#N/A,#N/A,30102,30102,#N/A,#N/A
6481,#N/A,#N/A,30102,30102,#N/A,#N/A
6489,#N/A,#N/A,30103,30103,37197,30103
6501,#N/A,#N/A,30103,30103,37197,30103
6503,#N/A,#N/A,30053,30053,37197,30053
6519,#N/A,#N/A,30053,30053,#N/A,#N/A
6527,37198,30052,30052,30052,37197,30052
6532,#N/A,#N/A,30053,30053,#N/A,#N/A
6533,#N/A,#N/A,30103,30103,37197,30103
6542,#N/A,#N/A,30103,30103,37197,30103
6564,#N/A,#N/A,34515,34515,37197,34515
6569,#N/A,#N/A,30102,30102,#N/A,#N/A
6570,#N/A,#N/A,30102,30102,#N/A,#N/A
6573,#N/A,#N/A,30102,30102,#N/A,#N/A
6576,#N/A,#N/A,30103,30103,37197,30103
6577,#N/A,#N/A,30103,30103,37197,30103
6582,#N/A,#N/A,30053,30053,#N/A,#N/A
6589,#N/A,#N/A,30103,30103,37197,30103
6598,#N/A,#N/A,30103,30103,37197,30103
6599,#N/A,#N/A,30053,30053,#N/A,#N/A
6602,#N/A,#N/A,30102,30102,#N/A,#N/A
6607,#N/A,#N/A,30103,30103,37197,30103
6614,#N/A,#N/A,30053,30053,37197,30053
6616,#N/A,#N/A,30053,30053,#N/A,#N/A
6618,#N/A,#N/A,30103,30103,37197,30103
6636,#N/A,#N/A,30102,30102,#N/A,#N/A
6638,#N/A,#N/A,30102,30102,#N/A,#N/A
6642,#N/A,#N/A,30102,30102,#N/A,#N/A
6645,#N/A,#N/A,34515,34515,37197,34515
6647,#N/A,#N/A,30052,30052,37197,30052
6655,34517,30103,30103,30103,37197,30103
6659,#N/A,#N/A,30052,30052,37197,30052
6660,34517,30103,30103,30103,37197,30103
6662,#N/A,#N/A,30102,30102,#N/A,#N/A
6669,#N/A,#N/A,30103,30103,37197,30103
6672,#N/A,#N/A,30102,30102,#N/A,#N/A
6678,#N/A,#N/A,30102,30102,#N/A,#N/A
6679,#N/A,#N/A,30103,30103,37197,30103
6681,#N/A,#N/A,30103,30103,37197,30103
6682,#N/A,#N/A,30103,30103,37197,30103
6683,34517,30103,30103,30103,37197,30103
6684,#N/A,#N/A,30103,30103,37197,30103
6685,#N/A,#N/A,30102,30102,#N/A,#N/A
6687,#N/A,#N/A,30103,30103,37197,30103
6697,#N/A,#N/A,30053,30053,#N/A,#N/A
6700,#N/A,#N/A,30102,30102,#N/A,#N/A
6716,34512,30102,30102,30102,#N/A,#N/A
6722,#N/A,#N/A,30102,30102,#N/A,#N/A
6727,34512,30102,30102,30102,#N/A,#N/A
6738,#N/A,#N/A,30052,30052,37197,30052
6741,#N/A,#N/A,30102,30102,#N/A,#N/A
6742,34517,30053,30053,30053,#N/A,#N/A
6747,#N/A,#N/A,30053,30053,#N/A,#N/A
6748,#N/A,#N/A,30053,30053,37197,30053
6777,#N/A,#N/A,30102,30102,#N/A,#N/A
6782,#N/A,#N/A,30102,30102,#N/A,#N/A
6788,#N/A,#N/A,30052,30052,37197,30052
6789,#N/A,#N/A,30103,30103,37197,30103
6795,#N/A,#N/A,30103,30103,37197,30103
6809,#N/A,#N/A,30102,30102,#N/A,#N/A
6813,#N/A,#N/A,30103,30103,37197,30103
6817,#N/A,#N/A,30053,30053,#N/A,#N/A
6818,#N/A,#N/A,30053,30053,#N/A,#N/A
6820,34517,30053,30053,30053,#N/A,#N/A
6830,#N/A,#N/A,30103,30103,37197,30103
6832,#N/A,#N/A,30053,30053,#N/A,#N/A
6834,#N/A,#N/A,30053,30053,37197,30053
6836,#N/A,#N/A,30053,30053,#N/A,#N/A
6840,#N/A,#N/A,30103,30103,37197,30103
6841,#N/A,#N/A,30103,30103,37197,30103
6852,#N/A,#N/A,30102,30102,#N/A,#N/A
6854,#N/A,#N/A,30102,30102,#N/A,#N/A
6857,34512,30102,30102,30102,#N/A,#N/A
6858,#N/A,#N/A,30102,30102,#N/A,#N/A
6876,#N/A,#N/A,30102,30102,#N/A,#N/A
6880,#N/A,#N/A,30053,30053,#N/A,#N/A
6897,#N/A,#N/A,30053,30053,#N/A,#N/A
6998,#N/A,#N/A,30053,30053,37197,30053
51019,#N/A,#N/A,30103,30103,#N/A,#N/A
53001,#N/A,#N/A,30102,30102,#N/A,#N/A
53002,#N/A,#N/A,30053,30053,#N/A,#N/A
53005,#N/A,#N/A,30102,30102,#N/A,#N/A
53006,#N/A,#N/A,30102,30102,#N/A,#N/A
53008,#N/A,#N/A,30053,30053,#N/A,#N/A
53015,#N/A,#N/A,30053,30053,#N/A,#N/A
53021,#N/A,#N/A,30053,30053,#N/A,#N/A
53023,#N/A,#N/A,30102,30102,#N/A,#N/A
53024,#N/A,#N/A,30053,30053,#N/A,#N/A
53029,#N/A,#N/A,30053,30053,#N/A,#N/A
53031,#N/A,#N/A,30053,30053,#N/A,#N/A
53034,#N/A,#N/A,30053,30053,#N/A,#N/A
53039,#N/A,#N/A,30103,30103,37197,30103
53041,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53055,#N/A,#N/A,30103,30103,37197,30103
53057,#N/A,#N/A,30053,30053,#N/A,#N/A
53060,#N/A,#N/A,30053,30053,#N/A,#N/A
53062,#N/A,#N/A,30053,30053,#N/A,#N/A
53063,#N/A,#N/A,30053,30053,#N/A,#N/A
53065,#N/A,#N/A,30103,30103,37197,30103
53070,#N/A,#N/A,30103,30103,37197,30103
53071,#N/A,#N/A,30103,30103,37197,30103
53072,#N/A,#N/A,30053,30053,#N/A,#N/A
53075,#N/A,#N/A,30053,30053,#N/A,#N/A
53080,#N/A,#N/A,30053,30053,#N/A,#N/A
57815,#N/A,#N/A,30053,30053,37197,30053
57866,#N/A,#N/A,30102,30102,#N/A,#N/A
57867,#N/A,#N/A,30102,30102,#N/A,#N/A
57868,#N/A,#N/A,30102,30102,#N/A,#N/A
57869,#N/A,#N/A,30102,30102,#N/A,#N/A
57872,#N/A,#N/A,30053,30053,37197,30053
57898,#N/A,#N/A,30053,30053,37197,30053
57902,#N/A,#N/A,30102,30102,#N/A,#N/A
57905,#N/A,#N/A,30053,30053,37197,30053
57907,#N/A,#N/A,30102,30102,#N/A,#N/A
57910,#N/A,#N/A,30102,30102,#N/A,#N/A
57927,#N/A,#N/A,30102,30102,#N/A,#N/A
57929,#N/A,#N/A,30053,30053,37197,30053
57930,#N/A,#N/A,30102,30102,#N/A,#N/A
57932,#N/A,#N/A,30102,30102,#N/A,#N/A
57940,#N/A,#N/A,30053,30053,37197,30053
57942,#N/A,#N/A,30102,30102,#N/A,#N/A
57944,#N/A,#N/A,30053,30053,37197,30053
57945,#N/A,#N/A,30102,30102,#N/A,#N/A
57948,#N/A,#N/A,30102,30102,#N/A,#N/A
57954,#N/A,#N/A,30102,30102,#N/A,#N/A
57956,#N/A,#N/A,30102,30102,#N/A,#N/A
57988,#N/A,#N/A,30053,30053,37197,30053
57999,#N/A,#N/A,30102,30102,#N/A,#N/A
58006,#N/A,#N/A,30053,30053,37197,30053
58008,#N/A,#N/A,30102,30102,#N/A,#N/A
58009,#N/A,#N/A,30053,30053,37197,30053
3145,#N/A,#N/A,30110,30110,#N/A,#N/A
4460,#N/A,#N/A,30053,30053,#N/A,#N/A
5527,#N/A,#N/A,30053,30053,37197,30053
6261,#N/A,#N/A,30053,30053,#N/A,#N/A
50876,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
50877,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
50878,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
50885,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
50891,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53012,#N/A,#N/A,30053,30053,#N/A,#N/A
53017,#N/A,#N/A,30053,30053,#N/A,#N/A
53052,#N/A,#N/A,30053,30053,#N/A,#N/A
57816,#N/A,#N/A,30103,30103,37197,30103
57840,#N/A,#N/A,30103,30103,37197,30103
57841,#N/A,#N/A,30103,30103,37197,30103
57843,#N/A,#N/A,30103,30103,37197,30103
57845,#N/A,#N/A,30103,30103,37197,30103
57864,#N/A,#N/A,30103,30103,37197,30103
57879,34517,30103,30103,30103,37197,30103
57908,#N/A,#N/A,30103,30103,37197,30103
57909,#N/A,#N/A,30103,30103,37197,30103
57918,#N/A,#N/A,30103,30103,37197,30103
57923,#N/A,#N/A,30103,30103,37197,30103
57926,34517,30103,30103,30103,37197,30103
58004,#N/A,#N/A,30103,30103,37197,30103
58011,#N/A,#N/A,30103,30103,37197,30103
53074,#N/A,#N/A,30053,30053,#N/A,#N/A
50907,#N/A,#N/A,30053,30053,#N/A,#N/A
53069,#N/A,#N/A,30053,30053,#N/A,#N/A
53073,#N/A,#N/A,30053,30053,#N/A,#N/A
53078,#N/A,#N/A,30053,30053,#N/A,#N/A
53079,#N/A,#N/A,30053,30053,#N/A,#N/A
53082,#N/A,#N/A,30053,30053,#N/A,#N/A
4854,#N/A,#N/A,30053,30053,#N/A,#N/A
53014,#N/A,#N/A,30053,30053,#N/A,#N/A
53092,#N/A,#N/A,30053,30053,#N/A,#N/A
53094,#N/A,#N/A,30053,30053,#N/A,#N/A
53095,#N/A,#N/A,30053,30053,#N/A,#N/A
4804,#N/A,#N/A,30053,30053,#N/A,#N/A
4824,#N/A,#N/A,30053,30053,#N/A,#N/A
4816,#N/A,#N/A,30103,30103,37197,30103
4829,#N/A,#N/A,30103,30103,37197,30103
4783,#N/A,#N/A,30053,30053,#N/A,#N/A
4798,#N/A,#N/A,30102,30102,#N/A,#N/A
4799,#N/A,#N/A,30102,30102,#N/A,#N/A
4797,#N/A,#N/A,30102,30102,#N/A,#N/A
4831,#N/A,#N/A,30053,30053,#N/A,#N/A
4846,#N/A,#N/A,30102,30102,#N/A,#N/A
4840,#N/A,#N/A,30102,30102,#N/A,#N/A
4497,#N/A,#N/A,30102,30102,#N/A,#N/A
53068,#N/A,#N/A,30053,30053,#N/A,#N/A
4843,#N/A,#N/A,30102,30102,#N/A,#N/A
3388,#N/A,#N/A,30103,30103,#N/A,#N/A
3391,#N/A,#N/A,30103,30103,#N/A,#N/A
2125,#N/A,#N/A,30053,30053,#N/A,#N/A
2284,#N/A,#N/A,30102,30102,#N/A,#N/A
2063,#N/A,#N/A,30053,30053,#N/A,#N/A
53010,#N/A,#N/A,30103,30103,#N/A,#N/A
53027,#N/A,#N/A,30103,30103,#N/A,#N/A
4838,#N/A,#N/A,30102,30102,#N/A,#N/A
4780,#N/A,#N/A,30053,30053,#N/A,#N/A
2259,#N/A,#N/A,30052,30052,37197,30052
2934,#N/A,#N/A,30052,30052,37197,30052
3295,#N/A,#N/A,30052,30052,37197,30052
3300,#N/A,#N/A,30052,30052,37197,30052
4564,#N/A,#N/A,30052,30052,37197,30052
6156,#N/A,#N/A,30052,30052,37197,30052
6443,#N/A,#N/A,30052,30052,37197,30052
6686,#N/A,#N/A,30052,30052,37197,30052
53099,#N/A,#N/A,30103,30103,#N/A,#N/A
53093,#N/A,#N/A,30103,30103,#N/A,#N/A
4888,#N/A,#N/A,30053,30053,#N/A,#N/A
53025,#N/A,#N/A,30053,30053,#N/A,#N/A
53011,#N/A,#N/A,30053,30053,#N/A,#N/A
53051,#N/A,#N/A,30053,30053,#N/A,#N/A
53009,#N/A,#N/A,30053,30053,#N/A,#N/A
53043,#N/A,#N/A,30053,30053,#N/A,#N/A
53098,#N/A,#N/A,30103,30103,#N/A,#N/A
3459920,#N/A,#N/A,30102,30102,#N/A,#N/A
6668,37198,37198,30053,30053,#N/A,#N/A
2304,38111,38111,38111,38111,37197,38111
2365,38111,38111,38111,38111,37197,38111
2486,38111,38111,38111,38111,37197,38111
2620,38111,38111,38111,38111,37197,38111
2774,38111,38111,38111,38111,37197,38111
3072,38111,38111,38111,38111,37197,38111
3296,38111,38111,38111,38111,37197,38111
3575,38111,38111,38111,38111,37197,38111
4369,38111,38111,38111,38111,37197,38111
4625,38111,38111,38111,38111,37197,38111
4898,38111,38111,38111,38111,37197,38111
4918,38111,38111,38111,38111,37197,38111
5256,38111,38111,38111,38111,37197,38111
5258,38111,38111,38111,38111,37197,38111
5319,38111,38111,38111,38111,37197,38111
5349,38111,38111,38111,38111,37197,38111
5534,38111,38111,38111,38111,37197,38111
5616,38111,38111,38111,38111,37197,38111
5676,38111,38111,38111,38111,37197,38111
5865,38111,38111,38111,38111,37197,38111
5884,38111,38111,38111,38111,37197,38111
5891,38111,38111,38111,38111,37197,38111
5910,38111,38111,38111,38111,37197,38111
5919,38111,38111,38111,38111,37197,38111
5920,38111,38111,38111,38111,37197,38111
6061,38111,38111,38111,38111,37197,38111
6087,38111,38111,38111,38111,37197,38111
6097,38111,38111,38111,38111,37197,38111
6107,38111,38111,38111,38111,37197,38111
6115,38111,38111,38111,38111,37197,38111
6176,38111,38111,38111,38111,37197,38111
6303,38111,38111,38111,38111,37197,38111
6304,38111,38111,38111,38111,37197,38111
6377,38111,38111,38111,38111,37197,38111
6594,38111,38111,38111,38111,37197,38111
6657,38111,38111,38111,38111,37197,38111
6842,38111,38111,38111,38111,37197,38111
6896,38111,38111,38111,38111,37197,38111
2188,68807,68807,68807,68807,30002,68807
2278,68807,68807,68807,68807,30002,68807
2371,68807,68807,68807,68807,30002,68807
2562,68807,68807,68807,68807,30111,68807
2638,68807,68807,68807,68807,30002,68807
2914,68807,68807,68807,68807,30111,68807
2915,68807,68807,68807,68807,30111,68807
2916,68807,68807,68807,68807,30002,68807
2917,68807,68807,68807,68807,68807,68807
2938,68807,68807,68807,68807,30111,68807
2968,68807,68807,68807,68807,30111,68807
2969,68807,68807,68807,68807,30002,68807
2971,68807,68807,68807,68807,30002,68807
3223,68807,68807,68807,68807,30111,68807
3255,68807,68807,68807,68807,30002,68807
3303,68807,68807,68807,68807,30111,68807
3468,68807,68807,68807,68807,30002,68807
4346,68807,68807,68807,68807,30111,68807
4347,68807,68807,68807,68807,30111,68807
4358,68807,68807,68807,68807,30002,68807
4561,68807,68807,68807,68807,30111,68807
4802,68807,68807,68807,68807,30111,68807
5021,68807,68807,68807,68807,30111,68807
5071,68807,68807,68807,68807,30111,68807
5108,68807,68807,68807,68807,30002,68807
5109,68807,68807,68807,68807,30002,68807
5185,68807,68807,68807,68807,30002,68807
5187,68807,68807,68807,68807,30111,68807
5201,68807,68807,68807,68807,30111,68807
5254,68807,68807,68807,68807,30111,68807
5274,68807,68807,68807,68807,30111,68807
5276,68807,68807,68807,68807,30111,68807
5340,68807,68807,68807,68807,30111,68807
5373,68807,68807,68807,68807,30111,68807
5395,68807,68807,68807,68807,30111,68807
5412,68807,68807,68807,68807,30111,68807
5457,68807,68807,68807,68807,30002,68807
5496,68807,68807,68807,68807,30111,68807
5596,68807,68807,68807,68807,30111,68807
5658,68807,68807,68807,68807,30111,68807
5805,68807,68807,68807,68807,30111,68807
5819,68807,68807,68807,68807,30111,68807
5847,68807,68807,68807,68807,30111,68807
5866,68807,68807,68807,68807,30111,68807
5936,68807,68807,68807,68807,30111,68807
5967,68807,68807,68807,68807,30111,68807
5970,68807,68807,68807,68807,30111,68807
6058,68807,68807,68807,68807,30111,68807
6086,68807,68807,68807,68807,30111,68807
6128,68807,68807,68807,68807,68807,68807
6168,68807,68807,68807,68807,30111,68807
6334,68807,68807,68807,68807,30111,68807
6407,68807,68807,68807,68807,30111,68807
6502,68807,68807,68807,68807,30111,68807
6513,68807,68807,68807,68807,30002,68807
6520,68807,68807,68807,68807,30111,68807
6524,68807,68807,68807,68807,30111,68807
6536,68807,68807,68807,68807,30111,68807
6597,68807,68807,68807,68807,30111,68807
6606,68807,68807,68807,68807,30111,68807
6653,68807,68807,68807,68807,30002,68807
6715,68807,68807,68807,68807,30111,68807
6761,68807,68807,68807,68807,30111,68807
6781,68807,68807,68807,68807,68807,68807
6864,68807,68807,68807,68807,30111,68807
2468,38111,38111,38111,38111,37197,38111
2522,38111,38111,38111,38111,37197,38111
3033,38111,38111,38111,38111,37197,38111
3287,38111,38111,38111,38111,37197,38111
2004,#N/A,#N/A,30052,30052,37197,30052
2031,#N/A,#N/A,30052,30052,37197,30052
2039,#N/A,#N/A,30052,30052,37197,30052
2094,#N/A,#N/A,30052,30052,37197,30052
2140,#N/A,#N/A,30052,30052,37197,30052
2143,#N/A,#N/A,30052,30052,37197,30052
2177,#N/A,#N/A,30052,30052,37197,30052
2191,#N/A,#N/A,30052,30052,37197,30052
2200,#N/A,#N/A,30052,30052,37197,30052
2203,#N/A,#N/A,30052,30052,37197,30052
2208,#N/A,#N/A,30052,30052,37197,30052
2211,#N/A,#N/A,30052,30052,37197,30052
2253,#N/A,#N/A,30052,30052,37197,30052
2270,#N/A,#N/A,30052,30052,37197,30052
2342,#N/A,#N/A,30052,30052,37197,30052
2345,#N/A,#N/A,30052,30052,37197,30052
2348,#N/A,#N/A,30052,30052,37197,30052
2395,#N/A,#N/A,30052,30052,37197,30052
2422,#N/A,#N/A,30052,30052,37197,30052
2438,#N/A,#N/A,30052,30052,37197,30052
2445,#N/A,#N/A,30052,30052,37197,30052
2449,#N/A,#N/A,30052,30052,37197,30052
2450,#N/A,#N/A,30052,30052,37197,30052
2485,#N/A,#N/A,30052,30052,37197,30052
2526,#N/A,#N/A,30052,30052,37197,30052
2531,#N/A,#N/A,30052,30052,37197,30052
2535,#N/A,#N/A,30052,30052,37197,30052
2541,#N/A,#N/A,30052,30052,37197,30052
2556,#N/A,#N/A,30052,30052,37197,30052
2560,#N/A,#N/A,30052,30052,37197,30052
2572,#N/A,#N/A,30052,30052,37197,30052
2577,#N/A,#N/A,30052,30052,37197,30052
2596,#N/A,#N/A,30052,30052,37197,30052
2680,#N/A,#N/A,30052,30052,37197,30052
2723,#N/A,#N/A,30052,30052,37197,30052
2803,#N/A,#N/A,30052,30052,37197,30052
2821,#N/A,#N/A,30052,30052,37197,30052
2857,#N/A,#N/A,30052,30052,37197,30052
2860,#N/A,#N/A,30052,30052,37197,30052
2902,#N/A,#N/A,30052,30052,37197,30052
2903,#N/A,#N/A,30052,30052,37197,30052
2906,#N/A,#N/A,30052,30052,37197,30052
2965,#N/A,#N/A,30052,30052,37197,30052
3003,#N/A,#N/A,30052,30052,37197,30052
3007,#N/A,#N/A,30052,30052,37197,30052
3038,#N/A,#N/A,30052,30052,37197,30052
3066,#N/A,#N/A,30052,30052,37197,30052
3068,#N/A,#N/A,30052,30052,37197,30052
3070,#N/A,#N/A,30052,30052,37197,30052
3077,#N/A,#N/A,30052,30052,37197,30052
3078,#N/A,#N/A,30052,30052,37197,30052
3112,#N/A,#N/A,30052,30052,37197,30052
3116,#N/A,#N/A,30052,30052,37197,30052
3137,#N/A,#N/A,30052,30052,37197,30052
3148,#N/A,#N/A,30052,30052,37197,30052
3179,#N/A,#N/A,30052,30052,37197,30052
3180,#N/A,#N/A,30052,30052,37197,30052
3189,#N/A,#N/A,30052,30052,37197,30052
3205,#N/A,#N/A,30052,30052,37197,30052
3232,#N/A,#N/A,30052,30052,37197,30052
3235,#N/A,#N/A,30052,30052,37197,30052
3246,#N/A,#N/A,30052,30052,37197,30052
3257,#N/A,#N/A,30052,30052,37197,30052
3283,#N/A,#N/A,30052,30052,37197,30052
3292,#N/A,#N/A,30052,30052,37197,30052
3304,#N/A,#N/A,30052,30052,37197,30052
3330,#N/A,#N/A,30052,30052,37197,30052
3355,#N/A,#N/A,30052,30052,37197,30052
3386,#N/A,#N/A,30052,30052,37197,30052
3389,#N/A,#N/A,30052,30052,37197,30052
3399,#N/A,#N/A,30052,30052,37197,30052
3400,#N/A,#N/A,30052,30052,37197,30052
3401,#N/A,#N/A,30052,30052,37197,30052
3402,#N/A,#N/A,30052,30052,37197,30052
3446,#N/A,#N/A,30052,30052,37197,30052
4342,#N/A,#N/A,30052,30052,37197,30052
4356,#N/A,#N/A,30052,30052,37197,30052
4376,37198,30052,30052,30052,37197,30052
4387,37198,30052,30052,30052,37197,30052
4392,37198,30052,30052,30052,37197,30052
4490,#N/A,#N/A,30052,30052,37197,30052
4498,#N/A,#N/A,30052,30052,37197,30052
4502,#N/A,#N/A,30052,30052,37197,30052
4616,#N/A,#N/A,30052,30052,37197,30052
4619,#N/A,#N/A,30052,30052,37197,30052
4647,#N/A,#N/A,30052,30052,37197,30052
4791,#N/A,#N/A,30052,30052,37197,30052
4808,#N/A,#N/A,30052,30052,37197,30052
4817,#N/A,#N/A,30052,30052,37197,30052
4836,#N/A,#N/A,30052,30052,37197,30052
4857,#N/A,#N/A,30052,30052,37197,30052
4875,#N/A,#N/A,30052,30052,37197,30052
4894,#N/A,#N/A,30052,30052,37197,30052
4935,#N/A,#N/A,30052,30052,37197,30052
5001,#N/A,#N/A,30052,30052,37197,30052
5003,#N/A,#N/A,30052,30052,37197,30052
5061,#N/A,#N/A,30052,30052,37197,30052
5069,#N/A,#N/A,30052,30052,37197,30052
5102,#N/A,#N/A,30052,30052,37197,30052
5122,#N/A,#N/A,30052,30052,37197,30052
5145,#N/A,#N/A,30052,30052,37197,30052
5214,#N/A,#N/A,30052,30052,37197,30052
5226,#N/A,#N/A,30052,30052,37197,30052
5233,#N/A,#N/A,30052,30052,37197,30052
5234,#N/A,#N/A,30052,30052,37197,30052
5238,#N/A,#N/A,30052,30052,37197,30052
5311,#N/A,#N/A,30052,30052,37197,30052
5337,#N/A,#N/A,30052,30052,37197,30052
5346,#N/A,#N/A,30052,30052,37197,30052
5356,#N/A,#N/A,30052,30052,37197,30052
5374,#N/A,#N/A,30052,30052,37197,30052
5420,#N/A,#N/A,30052,30052,37197,30052
5424,#N/A,#N/A,30052,30052,37197,30052
5444,#N/A,#N/A,30052,30052,37197,30052
5470,#N/A,#N/A,30052,30052,37197,30052
5510,#N/A,#N/A,30052,30052,37197,30052
5511,37198,30052,30052,30052,37197,30052
5514,#N/A,#N/A,30052,30052,37197,30052
5530,#N/A,#N/A,30052,30052,37197,30052
5537,#N/A,#N/A,30052,30052,37197,30052
5560,#N/A,#N/A,30052,30052,37197,30052
5601,#N/A,#N/A,30052,30052,37197,30052
5608,#N/A,#N/A,30052,30052,37197,30052
5645,#N/A,#N/A,30052,30052,37197,30052
5649,37198,30052,30052,30052,37197,30052
5651,#N/A,#N/A,30052,30052,37197,30052
5686,#N/A,#N/A,30052,30052,37197,30052
