Location Id,Depot Id,Product Code,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Bank Holiday
2005,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2008,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
2008,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2013,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2013,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2017,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2017,30053,8,09:00,09:00,09:00,09:00,09:00,09:00,09:00,09:00
2020,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
2020,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2025,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2025,30103,8,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00
2030,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2030,30103,8,09:30,09:30,09:30,09:30,09:30,09:30,09:30,09:30
2032,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2032,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2038,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
2038,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2041,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
2041,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2043,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
2043,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2044,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2047,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
2047,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2048,34515,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2048,34515,8,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2064,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
2064,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2080,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2080,30103,8,08:00,08:00,08:00,08:00,08:00,08:00,08:00,08:00
2089,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2089,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2102,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2102,30103,8,09:30,09:30,09:30,09:30,09:30,09:30,09:30,09:30
2111,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2111,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2115,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
2115,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2117,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2117,30103,8,07:00,07:00,07:00,07:00,07:00,07:00,07:00,07:00
2120,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2120,30103,8,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2124,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2124,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2132,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2132,30053,8,09:00,09:00,09:00,09:00,09:00,09:00,09:00,09:00
2156,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2156,30103,8,09:30,09:30,09:30,09:30,09:30,09:30,09:30,09:30
2160,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2160,30053,8,09:00,09:00,09:00,09:00,09:00,09:00,09:00,09:00
2162,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
2162,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2163,30052,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2163,30052,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2164,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2164,30103,8,08:00,08:00,08:00,08:00,08:00,08:00,08:00,08:00
2170,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2175,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2175,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2185,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2193,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2193,30103,8,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2194,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2194,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2198,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2198,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2214,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2219,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2223,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2223,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2234,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2234,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2247,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
2247,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2255,34515,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2255,34515,8,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2257,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2266,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2266,30103,8,09:30,09:30,09:30,09:30,09:30,09:30,09:30,09:30
2267,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
2267,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2279,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
2279,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2282,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2282,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2302,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2305,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
2305,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2313,30052,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2313,30052,8,08:00,08:00,08:00,08:00,08:00,08:00,08:00,08:00
2318,30052,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2318,30052,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2319,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
2319,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2321,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2321,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2322,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2322,30103,8,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2323,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2325,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2328,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2334,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2334,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2335,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2338,34515,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2338,34515,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2339,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2339,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2341,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
2341,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2344,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2347,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2347,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2355,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2364,30052,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2364,30052,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2366,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2367,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2368,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2369,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2372,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2374,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2374,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2379,30052,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2379,30052,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2380,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2381,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2384,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2385,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
2385,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2386,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2404,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2413,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
2413,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2415,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2415,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2415,30053,10,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2423,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2423,30103,8,09:30,09:30,09:30,09:30,09:30,09:30,09:30,09:30
2425,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
2425,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2446,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2447,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2447,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2452,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2452,30103,8,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2454,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2454,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2475,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
2475,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2484,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2488,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
2488,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2494,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2494,30103,8,00:01,00:01,00:01,00:01,00:01,00:01,00:01,00:01
2496,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2496,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2499,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
2499,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2501,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2503,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2504,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2504,30102,10,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2505,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2509,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2509,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2510,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2510,30103,10,00:01,00:01,00:01,00:01,00:01,00:01,00:01,00:01
2510,30103,8,00:01,00:01,00:01,00:01,00:01,00:01,00:01,00:01
2511,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2511,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2514,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2514,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2515,30102,10,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2515,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2516,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2516,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2518,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
2518,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2520,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2520,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2530,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2530,30103,8,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2532,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2532,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2537,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2537,30103,10,00:01,00:01,00:01,00:01,00:01,00:01,00:01,00:01
2537,30103,8,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2538,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
2538,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2552,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2552,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2563,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
2563,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2564,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2564,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2586,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
2586,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2590,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2590,30103,8,08:00,08:00,08:00,08:00,08:00,08:00,08:00,08:00
2594,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2606,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2608,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2609,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2609,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2611,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2624,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2628,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
2628,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2636,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2636,30103,8,10:30,10:30,10:30,10:30,10:30,10:30,10:30,10:30
2637,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2637,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2640,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2640,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2641,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
2641,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2642,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
2642,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2644,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2644,30103,8,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2650,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2653,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2653,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2657,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
2657,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2663,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
2663,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2668,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2668,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2670,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2670,30103,8,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2679,34515,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2679,34515,8,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2683,30052,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2683,30052,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2688,30052,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2688,30052,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2695,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2695,30103,8,09:30,09:30,09:30,09:30,09:30,09:30,09:30,09:30
2696,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2696,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2700,30052,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2700,30052,8,11:00,11:00,11:00,11:00,11:00,11:00,11:00,11:00
2704,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2704,30103,10,00:01,00:01,00:01,00:01,00:01,00:01,00:01,00:01
2704,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2708,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2708,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2713,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
2713,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2724,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2724,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2733,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2763,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2763,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2768,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
2768,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2770,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2772,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2773,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2780,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2782,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2782,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2785,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2788,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2788,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2793,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2802,34515,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2802,34515,8,11:00,11:00,11:00,11:00,11:00,11:00,11:00,11:00
2811,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2811,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2812,30052,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2812,30052,8,11:00,11:00,11:00,11:00,11:00,11:00,11:00,11:00
2813,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2817,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
2817,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2819,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2820,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2822,30052,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2822,30052,8,11:00,11:00,11:00,11:00,11:00,11:00,11:00,11:00
2825,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
2825,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2833,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2833,30103,8,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2843,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2843,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2844,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2845,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2845,30103,8,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2846,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2847,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2847,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2849,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2850,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2853,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2853,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2869,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2869,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2878,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2880,34515,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2880,34515,8,11:00,11:00,11:00,11:00,11:00,11:00,11:00,11:00
2900,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2919,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2919,30053,8,09:00,09:00,09:00,09:00,09:00,09:00,09:00,09:00
2924,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
2924,30103,8,09:30,09:30,09:30,09:30,09:30,09:30,09:30,09:30
2927,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2927,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2933,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2949,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2950,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2959,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2960,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2964,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2966,34515,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2966,34515,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2972,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
2972,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2974,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2975,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
2975,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
2990,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
2990,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2994,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
2994,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2996,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
2997,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
3015,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
3015,30103,8,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
3020,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
3020,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
3025,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
3025,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
3030,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
3030,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
3036,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
3036,30103,8,09:30,09:30,09:30,09:30,09:30,09:30,09:30,09:30
3040,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
3040,30103,8,10:30,10:30,10:30,10:30,10:30,10:30,10:30,10:30
3045,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
3045,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
3047,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
3047,30103,8,08:00,08:00,08:00,08:00,08:00,08:00,08:00,08:00
3048,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
3048,30103,8,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
3052,30052,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
3052,30052,8,11:00,11:00,11:00,11:00,11:00,11:00,11:00,11:00
