Location Id,Depot Id,Product Code,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Bank Holiday
5471,34515,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
5472,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
5472,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5475,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
5475,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
5478,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
5478,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5495,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5495,30102,10,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5498,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5503,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5504,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5506,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5519,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
5519,30103,8,00:01,00:01,00:01,00:01,00:01,00:01,00:01,00:01
5519,30103,10,00:01,00:01,00:01,00:01,00:01,00:01,00:01,00:01
5525,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
5525,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5525,30053,10,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5527,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5527,30053,8,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5528,30053,8,07:30,07:30,07:30,07:30,07:30,07:30,07:30,07:30
5528,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5533,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
5533,30103,8,00:01,00:01,00:01,00:01,00:01,00:01,00:01,00:01
5542,34515,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
5542,34515,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
5549,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5553,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5559,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
5559,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
5562,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
5562,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
5563,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
5563,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
5567,30103,1,23:00,23:00,23:00,23:00,23:00,23:00,23:00,23:00
5567,30103,8,08:00,08:00,08:00,08:00,08:00,08:00,08:00,08:00
5570,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5583,30053,8,14:00,14:00,14:00,14:00,14:00,14:00,14:00,14:00
5583,30053,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5593,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5593,30102,10,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5607,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5615,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
5615,30103,8,00:01,00:01,00:01,00:01,00:01,00:01,00:01,00:01
5615,30103,10,00:01,00:01,00:01,00:01,00:01,00:01,00:01,00:01
5618,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
5618,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
5631,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
5631,30103,8,00:01,00:01,00:01,00:01,00:01,00:01,00:01,00:01
5634,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5634,30102,10,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5656,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5661,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
5661,30103,8,00:01,00:01,00:01,00:01,00:01,00:01,00:01,00:01
5661,30103,10,00:01,00:01,00:01,00:01,00:01,00:01,00:01,00:01
5662,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5664,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
5664,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
5667,30102,1,23:15,23:15,23:15,23:15,23:15,23:15,23:15,23:15
5672,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
5672,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
5672,30103,10,00:01,00:01,00:01,00:01,00:01,00:01,00:01,00:01
5706,30103,1,23:59,23:59,23:59,23:59,23:59,23:59,23:59,23:59
5706,30103,8,10:00,10:00,10:00,10:00,10:00,10:00,10:00,10:00
5706,30103,10,00:01,00:01,00:01,00:01,00:01,00:01,00:01,00:01
