Location Id,Location Name,Location Type,Format,Dotcom Locations,Night to Day Locations,Number of Bays,Drop Sequence,Paired Location,Last Drop Restriction,Council Restricted,Country,Cage Consolidation,Vol Before Cage Consolidation
5486,Stoke Newington Green Lane,Store,Express,No,No,1,,,No,,England,Yes,7
5487,Seven Sisters Road,Store,Express,No,No,1,,,No,,England,Yes,7
5501,Southgate Rd London,Store,Express,No,No,1,,,No,,England,Yes,7
5508,Shoreditch High St,Store,Express,No,No,1,,,No,,England,Yes,7
5509,Hither Green Exp,Store,Express,No,No,1,,,No,,England,Yes,7
5513,Lewisham Way,Store,Express,No,No,1,,,No,,England,Yes,7
5518,Tabard Sq London,Store,Express,No,No,1,,,No,,England,Yes,7
5531,Potters Bar,Store,Express,No,No,1,,,No,,England,Yes,7
5539,Essex Rd Islington,Store,Express,No,No,1,,,No,,England,Yes,7
5581,Lower Holoway London,Store,Express,No,No,1,,,No,,England,Yes,7
5599,226 Commercial Rd London,Store,Express,No,No,1,,,No,,England,Yes,7
5600,Tilbury,Store,Express,No,No,1,,,No,,England,Yes,7
5603,Ipswich Duke Street EXP,Store,Express,No,No,1,,,No,,England,Yes,7
5611,Dagenham Heathway,Store,Express,No,No,1,,,No,,England,Yes,7
5644,Romford Manor Park,Store,Express,No,No,1,,,No,,England,Yes,7
5685,Bradwell Beccles,Store,Express,No,No,1,,,No,,England,Yes,7
5688,Peckham Southampton Way,Store,Express,No,No,1,,,No,,England,Yes,7
5692,Stansted ,Store,Express,No,No,1,,,No,,England,Yes,7
5714,Pimlico,Store,Express,No,No,1,,,No,,England,Yes,7
5727,Woodford Green,Store,Express,No,No,1,,,No,,England,Yes,7
5736,Limehouse Commercial Rd,Store,Express,No,No,1,,,No,,England,Yes,7
5777,Unthank Rd Norwich,Store,Express,No,No,1,,,No,,England,Yes,7
5784,224 Walworth Road,Store,Express,No,No,1,,,No,,England,Yes,7
5841,Poplar High St London,Store,Express,No,No,1,,,No,,England,Yes,7
5842,Derwent South Ockenden,Store,Express,No,No,1,,,No,,England,Yes,7
5870,Temple Belle Dartford,Store,Express,No,No,1,,,No,,England,Yes,7
5878,231 The Strand ,Store,Express,No,No,1,,,No,,England,Yes,7
5906,Norwich Westlegate,Store,Express,No,No,1,,,No,,England,Yes,7
5907,East Ham 189 High St,Store,Express,No,No,1,,,No,,England,Yes,7
5909,Ipswich St Matthews EXP,Store,Express,No,No,1,,,No,,England,Yes,7
5911,Pilgrims Way East Ham,Store,Express,No,No,1,,,No,,England,Yes,7
5912,City Road London,Store,Express,No,No,1,,,No,,England,Yes,7
5915,Heacham,Store,Express,No,No,1,,,No,,England,Yes,7
5923,Wanstead,Store,Express,No,No,1,,,No,,England,Yes,7
5926,Farringdon Rd London,Store,Express,No,No,1,,,No,,England,Yes,7
5928,Peckham Rye,Store,Express,No,No,1,,,No,,England,Yes,7
5932,Barking Ripple Road,Store,Express,No,No,1,,,No,,England,Yes,7
5933,Forrest Gate,Store,Express,No,No,1,,,No,,England,Yes,7
5939,Haverhill,Store,Superstore,Yes,Yes,1,,,No,,England,Yes,7
5945,Walthamstow Forest,Store,Express,No,No,1,,,No,,England,Yes,7
5946,452 Hackney Rd London,Store,Express,No,No,1,,,No,,England,Yes,7
5949,Mryland Leytonstone,Store,Express,No,No,1,,,No,,England,Yes,7
5953,Pentonville Rd London,Store,Express,No,No,1,,,No,,England,Yes,7
5956,Mansell St London,Store,Express,No,No,1,,,No,,England,Yes,7
5958,South St Bishops Stort,Store,Express,No,No,1,,,No,,England,Yes,7
5983,Ilford Cranbrook Rd,Store,Express,No,No,1,,,No,,England,Yes,7
5989,Bow Violet Rd London,Store,Express,No,No,1,,,No,,England,Yes,7
6005,Frances Wharf London,Store,Express,No,No,1,,,No,,England,Yes,7
6018,Leigh On Sea,Store,Express,No,No,1,,,No,,England,Yes,7
6026,Kursaal Southend,Store,Express,No,No,1,,,No,,England,Yes,7
6031,Broadway Leigh On Sea,Store,Express,No,No,1,,,No,,England,Yes,7
6033,Chadwell Heath,Store,Express,No,No,1,,,No,,England,Yes,7
6038,Elm Park Romford,Store,Express,No,No,1,,,No,,England,Yes,7
6039,Fulham Munster Rd,Store,Express,No,No,1,,,No,,England,Yes,7
6041,Norwich Aylesham Rd,Store,Express,No,No,1,,,No,,England,Yes,7
6042,Cheapside,Store,Express,No,No,1,,,No,,England,Yes,7
6044,Queens Rd Peckham,Store,Express,No,No,1,,,No,,England,Yes,7
6057,Greenwich Creek Rd ,Store,Express,No,No,1,,,No,,England,Yes,7
6063,Baltimore Iod,Store,Express,No,No,1,,,No,,England,Yes,7
6069,Lambeth Kennington Rd,Store,Express,No,No,1,,,No,,England,Yes,7
6075,London Upton Park,Store,Express,No,No,1,,,No,,England,Yes,7
6077,London Blackfriars,Store,Express,No,No,1,,,No,,England,Yes,7
6079,Erith,Store,Express,No,No,1,,,No,,England,Yes,7
6101,Plumstead Lakeland,Store,Express,No,No,1,,,No,,England,Yes,7
6105,Norwich Wales Rd,Store,Express,No,No,1,,,No,,England,Yes,7
6126,Ipswich Nacton Rd EXP,Store,Express,No,No,1,,,No,,England,Yes,7
6150,Shoreditch London,Store,Express,No,No,1,,,No,,England,Yes,7
6162,Leyton High Road,Store,Express,No,No,1,,,No,,England,Yes,7
6172,Tower Bridge London,Store,Express,No,No,1,,,No,,England,Yes,7
6179,Bury St Edmunds Cornhill EXP,Store,Express,No,No,1,,,No,,England,Yes,7
6200,Norwich Dereham Rd,Store,Express,No,No,1,,,No,,England,Yes,7
6206,Clacton On Sea,Store,Express,No,No,1,,,No,,England,Yes,7
6212,Stratford London,Store,Express,No,No,1,,,No,,England,Yes,7
6217,Southend Rd Grays,Store,Express,No,No,1,,,No,,England,Yes,7
6230,Hackney Dalston Lane,Store,Express,No,No,1,,,No,,England,Yes,7
6231,Kennington Pk Rd,Store,Express,No,No,1,,,No,,England,Yes,7
6234,Chingford,Store,Express,No,No,1,,,No,,England,Yes,7
6235,Hornchurch Butts Rd ,Store,Express,No,No,1,,,No,,England,Yes,7
6244,London Lea Bridge,Store,Express,No,No,1,,,No,,England,Yes,7
6248,Old St Hackney,Store,Express,No,No,1,,,No,,England,Yes,7
6278,Lower Clapton Rd,Store,Express,No,No,1,,,No,,England,Yes,7
6289,South Plaza Iod,Store,Express,No,No,1,,,No,,England,Yes,7
6291,Camberwell London,Store,Express,No,No,1,,,No,,England,Yes,7
6318,Norwich Cromer Rd,Store,Express,No,No,1,,,No,,England,Yes,7
6319,Borough Rd London,Store,Express,No,No,1,,,No,,England,Yes,7
6339,Mount Rd Chingford ,Store,Express,No,No,1,,,No,,England,Yes,7
6346,London St Botolphs,Store,Express,No,No,1,,,No,,England,Yes,7
6349,London Dalston Junc,Store,Express,No,No,1,,,No,,England,Yes,7
6363,London Bethnal Green,Store,Express,No,No,1,,,No,,England,Yes,7
6364,Ilford Ley St ,Store,Express,No,No,1,,,No,,England,Yes,7
6365,High Rd Leytonstone,Store,Express,No,No,1,,,No,,England,Yes,7
6371,London Rd Woolwich,Store,Express,No,No,1,,,No,,England,Yes,7
6390,London Gt Suffolk St,Store,Express,No,No,1,,,No,,England,Yes,7
6408,Goodmayes Rowallen,Store,Express,No,No,1,,,No,,England,Yes,7
6413,Greenwich O2 Peninsular,Store,Express,No,No,1,,,No,,England,Yes,7
6422,East Ham Katherine Rd ,Store,Express,No,No,1,,,No,,England,Yes,7
6431,Walthamstow St James St,Store,Express,No,No,1,,,No,,England,Yes,7
6434,Welling Bellgrove,Store,Express,No,No,1,,,No,,England,Yes,7
6440,Enfield Dot Com,Store,Dotcom Centre,Yes,No,1,,,No,,England,Yes,7
6483,Rainham Essex,Store,Express,No,No,1,,,No,,England,Yes,7
6499,Romford Fairview,Store,Express,No,No,1,,,No,,England,Yes,7
6545,London 24 Chiswell St,Store,Express,No,No,1,,,No,,England,Yes,7
6554,London Royal Victoria Dock,Store,Express,No,No,1,,,No,,England,Yes,7
6555,Billericay Meadow Rise,Store,Express,No,No,1,,,No,,England,Yes,7
6560,London Camberwell,Store,Express,No,No,1,,,No,,England,Yes,7
6567,Brixton Coldharbour Lane,Store,Express,No,No,1,,,No,,England,Yes,7
6568,Borough 157 New Kent Rd,Store,Express,No,No,1,,,No,,England,Yes,7
6585,76 South St Romford,Store,Express,No,No,1,,,No,,England,Yes,7
6593,Isle of Dogs Marsh Wall,Store,Express,No,No,1,,,No,,England,Yes,7
6600,Romford Brentwood,Store,Express,No,No,1,,,No,,England,Yes,7
6601,Whitechapel Fieldgate Street,Store,Metro,No,Yes,1,,,No,,England,Yes,7
6608,Saxmundham,Store,Superstore,No,No,1,,,No,,England,Yes,7
6611,Kenilworth Ave Walthamstow,Store,Express,No,No,1,,,No,,England,Yes,7
6626,Hoddesden Burford St,Store,Express,No,No,1,,,No,,England,Yes,7
6629,Chelmsford 53 Moulsham St,Store,Express,No,No,1,,,No,,England,Yes,7
6634,Norwich Drayton,Store,Superstore,No,Yes,1,,,No,,England,Yes,7
6639,Stratford 150 High St,Store,Express,No,No,1,,,No,,England,Yes,7
6640,Dagenham Shafter Rd,Store,Express,No,No,1,,,No,,England,Yes,7
6663,Hackney 87 Upper Clacton Rd,Store,Express,No,No,1,,,No,,England,Yes,7
6665,Green Gate Barking Rd,Store,Express,No,No,1,,,No,,England,Yes,7
6666,Dartford East Hill,Store,Express,No,No,1,,,No,,England,Yes,7
6699,Northumberland Heath Bex,Store,Express,No,No,1,,,No,,England,Yes,7
6724,Waterhouse Lane Express,Store,Express,No,No,1,,,No,,England,Yes,7
6740,Surrey Quays Marine Wharf,Store,Express,No,No,1,,,No,,England,Yes,7
6773,Mundesley Cromer Rd ,Store,Express,No,No,1,,,No,,England,Yes,7
6776,Dagenham Oxlow Lane,Store,Express,No,No,1,,,No,,England,Yes,7
6779,Welling Upper Wickham Lane,Store,Express,No,No,1,,,No,,England,Yes,7
6787,Clerkenwell Central St,Store,Express,No,No,1,,,No,,England,Yes,7
6791,London Brixton Hill,Store,Express,No,No,1,,,No,,England,Yes,7
6793,Brentwood Warley Hill,Store,Express,No,No,1,,,No,,England,Yes,7
6811,Bishops Stortford Havers Lane,Store,Express,No,No,1,,,No,,England,Yes,7
6812,Saffron Walden Pleasant,Store,Express,No,No,1,,,No,,England,Yes,7
6814,Kings Lynn Harwick,Store,Extra,Yes,No,1,,,No,,England,Yes,7
6816,Sheringham,Store,Superstore,No,No,1,,,No,,England,Yes,7
6845,Tottenham 308 West Green Rd,Store,Express,No,No,1,,,No,,England,Yes,7
6851,London Herne Hill,Store,Express,No,No,1,,,No,,England,Yes,7
6860,Waterloo Bayliss Rd,Store,Express,No,No,1,,,No,,England,Yes,7
6898,IOD Manchester Rd,Store,Express,No,No,1,,,No,,England,Yes,7
6976,Nightingale Excel Temp Store,Store,Temp Store,No,No,1,,,No,,England,Yes,7
6977,Walthamstow Wood St,Store,Express,No,No,1,,,No,,England,Yes,7
6982,Cheshunt Flamstead End,Store,Express,No,No,1,,,No,,England,Yes,7
6997,Erith,Store,Dotcom Centre,Yes,No,1,,,No,,England,Yes,7
57842,BKRCC 136 Chelmsford,Booker,Booker,No,No,1,,,No,,England,No,1000
57846,BKRCC 144 Great Yarmouth,Booker,Booker,No,No,1,,,No,,England,No,1000
57903,BKRCC 283 Clacton,Booker,Booker,No,No,1,,,No,,England,No,1000
57911,BKRCC 306 Dagenham,Booker,Booker,No,No,1,,,No,,England,No,1000
57914,BKRCC 309 North Weald,Booker,Booker,No,No,1,,,No,,England,No,1000
57920,BKRCC 317 Norwich,Booker,Booker,No,No,1,,,No,,England,No,1000
57921,BKRCC 318 Lowestoft,Booker,Booker,No,No,1,,,No,,England,No,1000
57925,BKRCC 325 Southend,Booker,Booker,No,No,1,,,No,,England,No,1000
57941,BKRCC 353 Wimbledon,Booker,Booker,No,No,1,,,No,,England,No,1000
57953,BKRCC 376 Colchester,Booker,Booker,No,No,1,,,No,,England,No,1000
57955,BKRCC 378 Ipswich,Booker,Booker,No,No,1,,,No,,England,No,1000
57960,BKRCC 418 Holt,Booker,Booker,No,No,1,,,No,,England,No,1000
57972,BKRCC 470 Acton,Booker,Booker,No,No,1,,,No,,England,No,1000
57984,BKRCC 524 Kings Lynn,Booker,Booker,No,No,1,,,No,,England,No,1000
57993,BKRCC 558 Nine Elms,Booker,Booker,No,No,1,,,No,,England,No,1000
57995,BKRCC 561 St Pancras,Booker,Booker,No,No,1,,,No,,England,No,1000
57996,BKRCC 562 Beckton,Booker,Booker,No,No,1,,,No,,England,No,1000
58001,MAKRO 574 Charlton,Booker,Booker,No,No,1,,,No,,England,No,1000
58013,MAKRO 589 Croydon,Booker,Booker,No,No,1,,,No,,England,No,1000
58018,MAKRO 594 Rayleigh,Booker,Booker,No,No,1,,,No,,England,No,1000
58020,MAKRO 596 Norwich,Booker,Booker,No,No,1,,,No,,England,No,1000
58022,MAKRO 598 Ipswich,Booker,Booker,No,No,1,,,No,,England,No,1000
380,Middlesbrough DC,Trunk RDC,Depot,No,No,1,,,No,,England,No,1000
996,Ipswich Fareshare,Fare Share,Fare Share,No,No,1,,,No,,England,No,1000
3786,NORWICH HARFORD PFS,PFS,PFS,No,No,1,,,No,,England,No,1000
1431100,SALTLEY WHARF,Supplier Collection,Supplier Collection,No,No,1,,,No,,England,No,1000
2232300,TILDA RICE,Supplier Collection,Supplier Collection,No,No,1,,,No,,England,No,1000
5297700,Carrs Flour Mills Ltd,Supplier Collection,Supplier Collection,No,No,1,,,No,,England,No,1000
5644199,Proctor & Gamble,Supplier Collection,Supplier Collection,No,No,1,,,No,,England,No,1000
5797002,CEVA MENDLESHAM,Supplier Collection,Supplier Collection,No,No,1,,,No,,England,No,1000
6092300,FLYING TRADE,Supplier Collection,Supplier Collection,No,No,1,,,No,,England,No,1000
6109400,LENHAM STORAGE,Supplier Collection,Supplier Collection,No,No,1,,,No,,England,No,1000
12022020,Allinsons,Supplier Collection,Supplier Collection,No,No,1,,,No,,England,No,1000
13032020,Princes Wisbech,Supplier Collection,Supplier Collection,No,No,1,,,No,,England,No,1000
17052019,SILVERSPOON ,Supplier Collection,Supplier Collection,No,No,1,,,No,,England,No,1000
23042020,Humdinger,Supplier Collection,Supplier Collection,No,No,1,,,No,,England,No,1000
