Location Id,Location Name,Location Type,Format,Dotcom Locations,Night to Day Locations,Number of Bays,Drop Sequence,Paired Location,Last Drop Restriction,Council Restricted,Country,Cage Consolidation,Vol Before Cage Consolidation
2005,Abington Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2008,Abingdon Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2013,Swindon Abbey Mds Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2017,Addlestone Extra,Store,Extra,No,Yes,1,,,No,Yes,England,Yes,7
2020,Amersham,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
2025,Aldershot Superstore.Com,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
2030,Andover 2  Extra.Com,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2032,Andover Cricketers Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2038,Aylesbury Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2041,Aylesbury 2,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
2043,Jackson Rd Aylesb Exp,Store,Express,No,No,1,First Drop,,No,Yes,England,Yes,7
2044,Ashby De La Zouch Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2047,Ashford Middlesex Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2048,Axminster,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
2064,Banbury,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2080,Basingstoke Superstore.Com,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
2089,Berkhamsted Metro,Store,Metro,No,No,1,,,No,No,England,Yes,7
2102,Bognor Regis  Superstore.Com,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
2111,Broadstone  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2115,Bracknell North,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
2117,Blandford Forum Superstore,Store,Superstore,No,No,1,,,No,No,England,Yes,7
2120,Basingstoke  Metro,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
2124,Brackley,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
2132,Bracknell,Store,Superstore,Yes,No,1,,,No,Yes,England,Yes,7
2156,Bursledon  Extra.Com,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2160,Brooklands Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2162,Buckingham,Store,Superstore,Yes,Yes,1,,,No,Yes,England,Yes,7
2163,Burgess Hill,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
2164,Bournemouth  Extra.Com,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2170,Burton On Trent,Store,Superstore,No,No,1,,,No,No,England,Yes,7
2175,Bitterne  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2185,Bushbury Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2193,Bordon Superstore,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
2194,Bognor Station Rd  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2198,Aldwick Road  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2214,Cannock,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
2219,Green Ln Cstl Brm Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2223,Bell Hill Petersfield Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2234,Chineham (Lychpitt) Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2247,Caversham Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2255,Chard,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
2257,Chaddesden Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2266,Chichester 2  Extra.Com,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2267,Chalfont Express,Store,Express,No,No,1,,,No,No,England,Yes,7
2279,Cirencester Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2282,Christchurch  Express,Store,Express,No,No,1,,,No,No,England,Yes,7
2302,Coventry 2,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
2305,Bowmont Sq Bicstr Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2313,Crawley Hazelwick Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2318,Hook Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2319,Cogges Hil Witney Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2321,Cirencester 1,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
2322,Cosham Superstore,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
2323,Coventry Walsgrave,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
2325,Coventry 4,Store,Superstore,No,No,1,,,No,No,England,Yes,7
2328,Coventry Arena Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2334,Frimley  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2335,West Bromwich,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2338,Combe Down Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2339,Copnor  Express,Store,Express,No,No,1,,,No,No,England,Yes,7
2341,Cowley Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2344,Hall Green Stratford Rd,Store,Express,No,No,1,,,No,No,England,Yes,7
2347,Blackfield  Express,Store,Express,No,No,1,,,No,No,England,Yes,7
2355,Bridgnorth Telfrd Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2364,Crawley Poundhill Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2366,Chilwell Nottnghm Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2367,Church Gresley Exp,Store,Express,No,No,1,First Drop,,No,Yes,England,Yes,7
2368,Cookley Kiddmnstr Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2369,Ashby Fld Davntry Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2372,Daventry,Store,Superstore,No,No,1,,,No,No,England,Yes,7
2374,Dibden Purlieu  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2379,Downlnd Dr Crawly Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2380,Derby Alvaston Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2381,Derby Hilton Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2384,Duston Alsace Prk Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2385,Lark Rise Brackly Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2386,Dudley Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2404,Derby Mickleover,Store,Superstore,No,No,1,,,No,No,England,Yes,7
2413,Didcot,Store,Superstore,No,No,1,,,No,No,England,Yes,7
2415,Cricklade Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2423,Dorchester  Superstore.Com,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
2425,Dunstable,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2446,East Hunsbury Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2447,East Wittering  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2452,Eastleigh Superstore,Store,Metro,No,Yes,1,,,No,Yes,England,Yes,7
2454,Egham ,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
2475,Emmer Green Reading Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2484,Erdington Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2488,Eynsham Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2494,Elm Grove  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2496,Farlington  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2499,Fettiplace Witney Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2501,Fazeley Tamworth Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2503,Birmingham Caxton Metro,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
2504,Barnt Green Bham Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2505,Droitwich Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2509,Baughurst Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2510,Billingshurst  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2511,Ashdown  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2514,Calmore  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2515,Dorridge Solihull Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2516,Fleet Ancells  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2518,Freshbrook Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2520,Fairoak  Express,Store,Express,No,No,1,,,No,No,England,Yes,7
2530,Ferndown Superstore,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
2532,Feltham,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
2537,Fordingbridge  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2538,Feltham Dukes Green,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
2552,South Fleet  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2563,Grove Hill Hemel Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2564,Gerrards Cross,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
2586,Hoover Building,Store,Superstore,No,No,1,,,No,No,England,Yes,7
2590,Guildford  Superstore.Com,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
2594,Great Wyrley Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2606,Claregate Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2608,Dudley Rd Haleswn Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2609,Hayling Island  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2611,Henwick Prk Worcs Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2624,Hall Green,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
2628,Harrow 2,Store,Superstore,No,No,1,,,No,No,England,Yes,7
2636,Haslemere  Superstore.Com,Store,Superstore,Yes,No,1,,,No,Yes,England,Yes,7
2637,Harrow Exp ,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2640,High Wycombe,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
2641,Highworth Swindon Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2642,Hayes Bulls B/Dge Ext,Store,Extra,No,No,1,,,No,No,England,Yes,7
2644,Leigh Park  Metro,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
2650,Hearthcot Rd Swad Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2653,Henley,Store,Superstore,Yes,Yes,1,,,No,Yes,England,Yes,7
2657,Hart Place Bicstr Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2663,Hemel Hempstead,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2668,High Wycombe Loudwtr,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
2670,Hook Superstore,Store,Superstore,No,No,1,,,No,No,England,Yes,7
2675,Horsham,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2679,Honiton,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
2683,Horley Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2688,Horsham Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2695,Hythe  Superstore,Store,Superstore,No,No,1,,,No,No,England,Yes,7
2696,Hove  Express,Store,Express,No,No,1,First Drop,,No,Yes,England,Yes,7
2700,Hove,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
2704,Denmark Villas Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2708,Haven Grn Ealing Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2713,Hampton Hill Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2724,Droveway (Hove) Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2733,Ilkeston Extra,Store,Extra,No,No,1,,,No,Yes,England,Yes,7
2763,Kempshott Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2768,St Margarets Twik Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2770,Kidderminster,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
2772,Kidsgrove,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
2773,Kinwrtn Rd Alcstr Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2780,Kingswinford Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2782,Kingsworthy Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2785,Knowle Metro,Store,Metro,No,No,1,First Drop,,No,Yes,England,Yes,7
2788,Kidlington,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
2793,Kirby Frith Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2802,Langport,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
2811,Littlehampton  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2812,Leatherhead,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
2813,Leamington Spa ,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
2817,Langford Bicester Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2819,L/Ster Hamilton Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2820,Leicester Fosse Exprs,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2822,Lewes,Store,Superstore,No,No,1,,,No,No,England,Yes,7
2825,Leighton Buzzard,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
2833,Littlehampton Superstore,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
2843,Luton Metro,Store,Metro,No,No,1,,,No,No,England,Yes,7
2844,Long Eaton Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2845,Lymington  Metro,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
2846,Leicester Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2847,Luton Sundon Park Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2849,Loughborough Extra,Store,Extra,Yes,No,1,,,No,Yes,England,Yes,7
2850,Longton Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2853,Luton Limbury Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2869,Maidenhead Metro,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
2878,Market H/Borough Met,Store,Metro,No,No,1,First Drop,,No,Yes,England,Yes,7
2880,Midsomer Norton,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
2900,Meir,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
2919,Newbury Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2924,New Milton  Superstore.Com,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
2927,Newbury Metro,Store,Metro,No,No,1,,,No,No,England,Yes,7
2933,New Oscott Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
2949,Long Eaton Extra,Store,Extra,Yes,Yes,1,,,No,Yes,England,Yes,7
2950,Narborough Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2959,Lode Heath Solihl Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2960,Nottingham Metro,Store,Metro,No,No,1,First Drop,,No,No,England,Yes,7
2964,Nottingham Carlton,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
2966,Yeovil Ilchester Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2972,Langley Slough Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2974,Nuneaton Croft Rd Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2975,Ocean Village  Express,Store,Express,No,No,1,Last Drop,,No,Yes,England,Yes,7
2990,Oxford ,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
2994,Oxford 2,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
2996,Olton Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
2997,Oldswinford Express,Store,Express,No,No,1,,,No,No,England,Yes,7
3015,Petersfield Superstore,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
3020,Linslade Buzzrd Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3025,Nyetimber Bognor Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3030,Pinner,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
3036,Poole 2  Extra.Com,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
3040,Poole 3 - Fleets Corner Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
3045,Princes Risborough,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
3047,Poole 4 - Branksome Superstore,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
3048,Portsmouth - Creswell St Superstore,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
3052,Portslade,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
3054,Portswood  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3055,Portsmouth 2  Extra.Com,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
3058,Poole  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3062,Liden Swindon Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3073,Lichfld Nethrstow Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3075,Northbourne  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3076,Sileby Leicester Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3080,Reading Shinfield Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3083,Northwood Hills Exp,Store,Express,No,No,1,First Drop,,No,No,England,Yes,7
3084,Redditch Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
3095,Reading Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
3097,Richmond Metro,Store,Metro,No,Yes,1,,,No,Yes,England,Yes,7
3099,Rickmansworth,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
3102,Richmond Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3115,Rugby,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
3123,Lavender Road  Express,Store,Express,No,No,1,,,No,No,England,Yes,7
3124,Lilliput Poole Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3125,Limehst Sq Duston Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3126,Shenstone Lichfld Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3127,Locksheath Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3132,Shirley Hobs Moat Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3133,Salisbury 2 Extra.Com,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
3134,North Feltham,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3143,Southwold Bicestr Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3149,Sandhurst Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
3151,Salisbury 1 Superstore,Store,Metro,No,Yes,1,,,No,Yes,England,Yes,7
3153,South Hayes Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3165,Stapenhill Burton Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3178,Shoreham Extra.Com,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
3186,Albert Road Express,Store,Express,No,No,1,,,No,No,England,Yes,7
3188,Solihull,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
3190,Southampton 2,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
3195,Stow-On-The-Wold,Store,Superstore,No,No,1,,,No,No,England,Yes,7
3199,Storrington Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3211,Slough Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3212,Stratford Upon Avon,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
3217,Swindon Metro,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
3220,Sunbury Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
3230,Swindon Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
3239,Stoke,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
3242,Southcote Express,Store,Express,No,No,1,,,No,No,England,Yes,7
3244,Stafford Express,Store,Express,No,No,1,,,No,No,England,Yes,7
3247,Spinny Hill Nhant Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3248,Wimpson Lane  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3258,Studley Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3262,Lodge Park Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3263,Stourprt Rd Kiddm Exp,Store,Express,No,No,1,,,No,No,England,Yes,7
3265,Spennells Kidmstr Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3268,Carless Close Gosport Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3269,Mailbox Bham Express,Store,Express,No,No,1,First Drop,,No,Yes,England,Yes,7
3278,Liss  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3284,Teddington,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
3290,Telford Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
3293,Towcester,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
3297,Toton Extra,Store,Extra,Yes,No,1,,,No,Yes,England,Yes,7
3309,Tring,Store,Superstore,No,No,1,,,No,No,England,Yes,7
3311,Popley (Basingstoke) Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3312,Northolt Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3316,Trowbridge,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
3324,Twickenham,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
3326,Peacehaven Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3327,Uttoxeter,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
3328,New Rd Uttoxeter Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3335,Uxbridge Metro,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
3338,Valley Park  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3339,Valence Cr Witney Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3343,Warners End Express,Store,Express,No,No,1,,,No,No,England,Yes,7
3351,Walsall Brownhills,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
3367,Wooburn Hi Wycmbe Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3370,Warwick,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
3374,Wednesfield Express,Store,Express,No,No,1,,,No,No,England,Yes,7
3376,West Moors  Express,Store,Express,No,No,1,,,No,No,England,Yes,7
3381,West Byfleet Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3384,Shaftesbury Superstore,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
3385,Wells,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
3388,Southampton FareShare,Fare Share,Fare Share,No,No,1,Last Drop,,No,No,England,No,1000
3390,Weymouth  Metro,Store,Metro,No,No,1,,,No,Yes,England,Yes,7
3391,Brighton Fareshare,Fare Share,Fare Share,No,No,1,Last Drop,,No,No,England,No,1000
3395,Whitton Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3398,Stafford Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
3404,Windsor,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
3405,Water Orton Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3406,Winchester Extra.Com,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
3411,Wokingham,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
3418,Witney Express,Store,Express,No,No,1,,,No,No,England,Yes,7
3423,Lodmoor Hill Wmth Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3425,Whiteley Superstore,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
3430,Worcester 1,Store,Superstore,Yes,No,1,,,No,Yes,England,Yes,7
3431,Worcester Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3432,Glenmoor Road Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3440,Worcester 2,Store,Superstore,Yes,No,1,,,No,Yes,England,Yes,7
3442,Wycombe North Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3443,Wycombe South Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3447,Woodingdean Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3450,Woodley Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3451,Findon  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3455,Harestock  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3456,Wendover Express,Store,Express,No,No,1,,,No,No,England,Yes,7
3460,West Totton Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3461,Western Rd (Hove) Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3462,Wbassett Woodshaw Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3463,Worcester Warndon Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3465,Wessex Rd  Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3469,Yateley Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3470,Yeading Extra,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
3481,Queens Rd Wybrdge Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3485,Ramleaze Drive Swindon Exp,Store,Express,No,No,1,,,No,Yes,England,Yes,7
3493,Yeovil,Store,Extra,Yes,No,1,,,No,No,England,Yes,7
4335,Bedfont Staines Rd,Store,Express,No,No,1,,,No,No,England,Yes,7
4338,Faringdon Pk Rd,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
4341,Gosport Rowner Superstore,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
4343,Waterlooville London Road Express,Store,Express,No,No,1,,,No,No,England,Yes,7
4357,Stourbridge Extra,Store,Extra,No,Yes,1,,,No,Yes,England,Yes,7
4377,Oxford Abingdon Rd,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4380,Romsey Rd Southampton,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4395,Taplow,Store,Superstore,No,Yes,1,,,No,Yes,England,Yes,7
4403,Lymington South Street,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4409,Goring Gatehampton Rd ,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4413,Bournemouth Tuckton Road,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4423,Kinson,Store,Superstore,No,No,1,,,No,Yes,England,Yes,7
4431,Reading Whitely,Store,Express,No,No,1,,,No,No,England,Yes,7
4432,IOW Lake Sandown,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4445,Calne Beverbrook Rd,Store,Superstore,No,No,1,,,No,No,England,Yes,7
4466,Farnborough Cove Express,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4469,Bath Weston,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4477,Worthing Dolphin,Store,Express,No,No,1,,,No,No,England,Yes,7
4480,Bicester,Store,Superstore,Yes,No,1,,,No,No,England,Yes,7
4503,High Wycombe London Road,Store,Express,No,No,1,,,No,Yes,England,Yes,7
4512,Bewdley Load St,Store,Express,No,No,1,,,No,Yes,England,Yes,7
