Fixed Trip Id,Start Location,End Location,Drop Location,Target,Sequence,Arrival Time,Visit Type,Vehicle Type,Day of the Week,Day of the Leg,Schedule with Wave,Driver,Product Code,Volume,Flexible Start,Flexible End
121,38111,38111,34515,,1,21:29-21:30,Delivery,dd,Thursday,Thursday,2,,1,72,No,No
122,38111,38111,34515,,1,20:29-20:30,Delivery,dd,Thursday,Thursday,2,,1,72,No,No
123,38111,38111,34515,,1,18:59-19:00,Delivery,dd,Thursday,Thursday,2,,1,72,No,No
124,38111,38111,34515,,1,16:59-17:00,Delivery,dd,Thursday,Thursday,2,,1,72,No,No
125,38111,38111,34515,,1,15:59-16:00,Delivery,dd,Thursday,Thursday,2,,1,72,No,No
126,38111,38111,34002,,1,16:59-17:00,Delivery,dd,Friday,Friday,2,,10,65,No,No
127,38111,38111,34002,,1,16:59-17:00,Delivery,dd,Friday,Friday,2,,10,65,No,No
128,38111,38111,34002,,1,19:59-20:00,Delivery,dd,Friday,Friday,2,,10,65,No,No
129,38111,38111,34002,,1,20:59-21:00,Delivery,dd,Friday,Friday,2,,10,65,No,No
130,38111,38111,34515,,1,21:29-21:30,Delivery,dd,Friday,Friday,2,,1,72,No,No
131,38111,38111,34515,,1,20:29-20:30,Delivery,dd,Friday,Friday,2,,1,72,No,No
132,38111,38111,34515,,1,18:59-19:00,Delivery,dd,Friday,Friday,2,,1,72,No,No
133,38111,38111,34515,,1,16:59-17:00,Delivery,dd,Friday,Friday,2,,1,72,No,No
134,38111,38111,34515,,1,15:59-16:00,Delivery,dd,Friday,Friday,2,,1,72,No,No
135,38111,38111,34002,,1,16:59-17:00,Delivery,dd,Saturday,Saturday,2,,10,65,No,No
136,38111,38111,34002,,1,16:59-17:00,Delivery,dd,Saturday,Saturday,2,,10,65,No,No
137,38111,38111,34002,,1,19:59-20:00,Delivery,dd,Saturday,Saturday,2,,10,65,No,No
138,38111,38111,34002,,1,20:59-21:00,Delivery,dd,Saturday,Saturday,2,,10,65,No,No
139,38111,38111,34515,,1,21:29-21:30,Delivery,dd,Saturday,Saturday,2,,1,72,No,No
140,38111,38111,34515,,1,20:29-20:30,Delivery,dd,Saturday,Saturday,2,,1,72,No,No
141,38111,38111,34515,,1,18:59-19:00,Delivery,dd,Saturday,Saturday,2,,1,72,No,No
142,38111,38111,34515,,1,16:59-17:00,Delivery,dd,Saturday,Saturday,2,,1,72,No,No
143,38111,38111,34515,,1,15:59-16:00,Delivery,dd,Saturday,Saturday,2,,1,72,No,No
144,38111,38111,34002,,1,16:59-17:00,Delivery,dd,Sunday,Sunday,2,,10,65,No,No
145,38111,38111,34002,,1,16:59-17:00,Delivery,dd,Sunday,Sunday,2,,10,65,No,No
146,38111,38111,34002,,1,19:59-20:00,Delivery,dd,Sunday,Sunday,2,,10,65,No,No
147,38111,38111,34002,,1,20:59-21:00,Delivery,dd,Sunday,Sunday,2,,10,65,No,No
148,38111,38111,34515,,1,21:29-21:30,Delivery,dd,Sunday,Sunday,2,,1,72,No,No
149,38111,38111,34515,,1,20:29-20:30,Delivery,dd,Sunday,Sunday,2,,1,72,No,No
150,38111,38111,34515,,1,18:59-19:00,Delivery,dd,Sunday,Sunday,2,,1,72,No,No
151,38111,38111,34515,,1,16:59-17:00,Delivery,dd,Sunday,Sunday,2,,1,72,No,No
152,38111,38111,34515,,1,15:59-16:00,Delivery,dd,Sunday,Sunday,2,,1,72,No,No
153,68807,68807,35611,,1,19:59-20:00,Delivery,dd,Monday,Monday,2,,10,72,No,No
154,68807,68807,35611,,1,20:29-20:30,Delivery,dd,Monday,Monday,2,,10,72,No,No
155,68807,68807,35611,,1,23:29-23:30,Delivery,dd,Monday,Monday,2,,10,72,No,No
156,68807,68807,35611,,1,23:58-23:59,Delivery,dd,Monday,Monday,2,,10,72,No,No
157,68807,68807,30111,,1,11:59-12:00,Delivery,dd,Monday,Monday,2,,1,72,No,No
158,68807,68807,30111,,1,15:59-16:00,Delivery,dd,Monday,Monday,2,,1,72,No,No
159,68807,68807,30111,,1,17:59-18:00,Delivery,dd,Monday,Monday,2,,1,72,No,No
160,68807,68807,30111,,1,18:59-19:00,Delivery,dd,Monday,Monday,2,,1,72,No,No
161,68807,68807,30111,,1,19:59-20:00,Delivery,dd,Monday,Monday,2,,1,72,No,No
162,68807,68807,30111,,1,20:59-21:00,Delivery,dd,Monday,Monday,2,,1,72,No,No
163,68807,68807,30111,,1,21:59-22:00,Delivery,dd,Monday,Monday,2,,1,72,No,No
164,68807,68807,35611,,1,19:59-20:00,Delivery,dd,Tuesday,Tuesday,2,,10,72,No,No
165,68807,68807,35611,,1,20:29-20:30,Delivery,dd,Tuesday,Tuesday,2,,10,72,No,No
166,68807,68807,35611,,1,23:29-23:30,Delivery,dd,Tuesday,Tuesday,2,,10,72,No,No
167,68807,68807,35611,,1,23:58-23:59,Delivery,dd,Tuesday,Tuesday,2,,10,72,No,No
168,68807,68807,30111,,1,11:59-12:00,Delivery,dd,Tuesday,Tuesday,2,,1,72,No,No
169,68807,68807,30111,,1,15:59-16:00,Delivery,dd,Tuesday,Tuesday,2,,1,72,No,No
170,68807,68807,30111,,1,17:59-18:00,Delivery,dd,Tuesday,Tuesday,2,,1,72,No,No
171,68807,68807,30111,,1,18:59-19:00,Delivery,dd,Tuesday,Tuesday,2,,1,72,No,No
172,68807,68807,30111,,1,19:59-20:00,Delivery,dd,Tuesday,Tuesday,2,,1,72,No,No
173,68807,68807,30111,,1,20:59-21:00,Delivery,dd,Tuesday,Tuesday,2,,1,72,No,No
174,68807,68807,30111,,1,21:59-22:00,Delivery,dd,Tuesday,Tuesday,2,,1,72,No,No
175,68807,68807,35611,,1,19:59-20:00,Delivery,dd,Wednesday,Wednesday,2,,10,72,No,No
176,68807,68807,35611,,1,20:29-20:30,Delivery,dd,Wednesday,Wednesday,2,,10,72,No,No
177,68807,68807,35611,,1,23:29-23:30,Delivery,dd,Wednesday,Wednesday,2,,10,72,No,No
178,68807,68807,35611,,1,23:58-23:59,Delivery,dd,Wednesday,Wednesday,2,,10,72,No,No
179,68807,68807,30111,,1,11:59-12:00,Delivery,dd,Wednesday,Wednesday,2,,1,72,No,No
180,68807,68807,30111,,1,15:59-16:00,Delivery,dd,Wednesday,Wednesday,2,,1,72,No,No
181,68807,68807,30111,,1,17:59-18:00,Delivery,dd,Wednesday,Wednesday,2,,1,72,No,No
182,68807,68807,30111,,1,18:59-19:00,Delivery,dd,Wednesday,Wednesday,2,,1,72,No,No
183,68807,68807,30111,,1,19:59-20:00,Delivery,dd,Wednesday,Wednesday,2,,1,72,No,No
184,68807,68807,30111,,1,20:59-21:00,Delivery,dd,Wednesday,Wednesday,2,,1,72,No,No
185,68807,68807,30111,,1,21:59-22:00,Delivery,dd,Wednesday,Wednesday,2,,1,72,No,No
186,68807,68807,35611,,1,19:59-20:00,Delivery,dd,Thursday,Thursday,2,,10,72,No,No
187,68807,68807,35611,,1,20:29-20:30,Delivery,dd,Thursday,Thursday,2,,10,72,No,No
188,68807,68807,35611,,1,23:29-23:30,Delivery,dd,Thursday,Thursday,2,,10,72,No,No
189,68807,68807,35611,,1,23:58-23:59,Delivery,dd,Thursday,Thursday,2,,10,72,No,No
190,68807,68807,30111,,1,11:59-12:00,Delivery,dd,Thursday,Thursday,2,,1,72,No,No
191,68807,68807,30111,,1,15:59-16:00,Delivery,dd,Thursday,Thursday,2,,1,72,No,No
192,68807,68807,30111,,1,17:59-18:00,Delivery,dd,Thursday,Thursday,2,,1,72,No,No
193,68807,68807,30111,,1,18:59-19:00,Delivery,dd,Thursday,Thursday,2,,1,72,No,No
194,68807,68807,30111,,1,19:59-20:00,Delivery,dd,Thursday,Thursday,2,,1,72,No,No
195,68807,68807,30111,,1,20:59-21:00,Delivery,dd,Thursday,Thursday,2,,1,72,No,No
196,68807,68807,30111,,1,21:59-22:00,Delivery,dd,Thursday,Thursday,2,,1,72,No,No
197,68807,68807,35611,,1,19:59-20:00,Delivery,dd,Friday,Friday,2,,10,72,No,No
198,68807,68807,35611,,1,20:29-20:30,Delivery,dd,Friday,Friday,2,,10,72,No,No
199,68807,68807,35611,,1,23:29-23:30,Delivery,dd,Friday,Friday,2,,10,72,No,No
200,68807,68807,35611,,1,23:58-23:59,Delivery,dd,Friday,Friday,2,,10,72,No,No
201,68807,68807,30111,,1,11:59-12:00,Delivery,dd,Friday,Friday,2,,1,72,No,No
202,68807,68807,30111,,1,15:59-16:00,Delivery,dd,Friday,Friday,2,,1,72,No,No
203,68807,68807,30111,,1,17:59-18:00,Delivery,dd,Friday,Friday,2,,1,72,No,No
204,68807,68807,30111,,1,18:59-19:00,Delivery,dd,Friday,Friday,2,,1,72,No,No
205,68807,68807,30111,,1,19:59-20:00,Delivery,dd,Friday,Friday,2,,1,72,No,No
206,68807,68807,30111,,1,20:59-21:00,Delivery,dd,Friday,Friday,2,,1,72,No,No
207,68807,68807,30111,,1,21:59-22:00,Delivery,dd,Friday,Friday,2,,1,72,No,No
208,68807,68807,35611,,1,19:59-20:00,Delivery,dd,Saturday,Saturday,2,,10,72,No,No
209,68807,68807,35611,,1,20:29-20:30,Delivery,dd,Saturday,Saturday,2,,10,72,No,No
210,68807,68807,35611,,1,23:29-23:30,Delivery,dd,Saturday,Saturday,2,,10,72,No,No
211,68807,68807,35611,,1,23:58-23:59,Delivery,dd,Saturday,Saturday,2,,10,72,No,No
212,68807,68807,30111,,1,11:59-12:00,Delivery,dd,Saturday,Saturday,2,,1,72,No,No
213,68807,68807,30111,,1,15:59-16:00,Delivery,dd,Saturday,Saturday,2,,1,72,No,No
214,68807,68807,30111,,1,17:59-18:00,Delivery,dd,Saturday,Saturday,2,,1,72,No,No
215,68807,68807,30111,,1,18:59-19:00,Delivery,dd,Saturday,Saturday,2,,1,72,No,No
216,68807,68807,30111,,1,19:59-20:00,Delivery,dd,Saturday,Saturday,2,,1,72,No,No
217,68807,68807,30111,,1,20:59-21:00,Delivery,dd,Saturday,Saturday,2,,1,72,No,No
218,68807,68807,30111,,1,21:59-22:00,Delivery,dd,Saturday,Saturday,2,,1,72,No,No
219,68807,68807,35611,,1,19:59-20:00,Delivery,dd,Sunday,Sunday,2,,10,72,No,No
220,68807,68807,35611,,1,20:29-20:30,Delivery,dd,Sunday,Sunday,2,,10,72,No,No
221,68807,68807,35611,,1,23:29-23:30,Delivery,dd,Sunday,Sunday,2,,10,72,No,No
222,68807,68807,35611,,1,23:58-23:59,Delivery,dd,Sunday,Sunday,2,,10,72,No,No
223,68807,68807,30111,,1,11:59-12:00,Delivery,dd,Sunday,Sunday,2,,1,72,No,No
224,68807,68807,30111,,1,15:59-16:00,Delivery,dd,Sunday,Sunday,2,,1,72,No,No
225,68807,68807,30111,,1,17:59-18:00,Delivery,dd,Sunday,Sunday,2,,1,72,No,No
226,68807,68807,30111,,1,18:59-19:00,Delivery,dd,Sunday,Sunday,2,,1,72,No,No
227,68807,68807,30111,,1,19:59-20:00,Delivery,dd,Sunday,Sunday,2,,1,72,No,No
228,68807,68807,30111,,1,20:59-21:00,Delivery,dd,Sunday,Sunday,2,,1,72,No,No
229,68807,68807,30111,,1,21:59-22:00,Delivery,dd,Sunday,Sunday,2,,1,72,No,No
