Location Id,Depot Id,Schedule OTB with Wave,Loading Time - Fixed,Unloading Time - Fixed,Loading Time - Variable,Unloading Time - Variable,RSU Percentage Override,Balance Profile,First Balance Load Percentage
57945,30103,1,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
57948,30103,1,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
57954,30103,1,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
57956,30103,1,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
57999,30103,1,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
58008,30103,1,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
4890,30102,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
1052355,30102,0,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
1162602,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1234568,30102,0,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
1234569,30102,0,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
1422601,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1423200,30103,0,00:20:00,00:20:00,00:00:15,00:00:15,,Default,
1764550,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1910827,30102,0,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
1928903,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1928904,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1928909,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1928910,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1929610,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1929805,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1929808,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1929902,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1929906,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1929909,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1930001,30102,0,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
1930301,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1930304,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1930306,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1930310,30053,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1930311,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931000,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931001,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931004,30102,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931007,30102,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931012,30102,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931028,30102,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931029,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931030,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931035,30102,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931601,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931604,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931609,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931620,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931624,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931625,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931900,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931901,30102,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931905,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931906,30102,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931907,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931908,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931909,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931911,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931912,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931914,30102,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931915,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931917,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1931930,30102,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1932102,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1932103,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1932106,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1932110,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1932121,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1932144,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1932147,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
1932155,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
2103201,30102,0,00:20:00,00:20:00,00:00:30,00:00:30,,Default,
2336400,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
3328600,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
6126802,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
6126803,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
6126804,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
6126806,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
6126807,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
6126808,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
6126810,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
6126811,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
6126813,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
6126816,30102,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
6126820,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
6172702,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
8880030,30053,0,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
8880030,30102,0,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
1234567,30103,0,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
2103200,30102,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
30103,30103,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
30103,30102,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
30103,30053,0,00:45:00,00:45:00,00:00:00,00:00:00,,Default,
2025,30103,2,00:20:00,00:20:00,00:00:30,00:00:30,,Default,
2030,30103,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
2032,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
2080,30103,2,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
2102,30103,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
2111,30103,1,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
2117,30103,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
2120,30103,1,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
2156,30103,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
2163,30052,2,00:20:00,00:20:00,00:00:45,00:00:45,,Default,
2164,30103,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
2175,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
2193,30103,1,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
2194,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
2198,30103,2,01:00:00,01:00:00,00:00:00,00:00:00,,Default,
2223,30103,2,00:20:00,00:20:00,00:04:30,00:04:30,,Default,
2234,30103,2,00:20:00,00:20:00,00:03:45,00:03:45,,Default,
2266,30103,2,00:20:00,00:20:00,00:01:00,00:01:00,,Default,
2282,30103,2,00:20:00,00:20:00,00:02:30,00:02:30,,Default,
2322,30103,1,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
2334,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
2339,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
2347,30103,2,00:20:00,00:20:00,00:02:45,00:02:45,,Default,
2374,30103,2,00:20:00,00:20:00,00:03:00,00:03:00,,Default,
2423,30103,2,00:20:00,00:20:00,00:01:30,00:01:30,,Default,
2447,30103,2,00:20:00,00:20:00,00:03:15,00:03:15,,Default,
2452,30103,1,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
2494,30103,1,00:20:00,00:20:00,00:01:15,00:01:15,,Default,
2496,30103,2,00:55:00,00:55:00,00:00:00,00:00:00,,Default,
2509,30103,2,00:20:00,00:20:00,00:04:00,00:04:00,,Default,
