Location Id,Product Code,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Bank Holiday
3083,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3084,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3095,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3095,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
3097,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
3097,8,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
3099,1,07:30,07:30,07:30,07:30,07:30,06:00,10:00,10:00
3099,8,07:30,07:30,07:30,07:30,07:30,06:00,10:00,09:00
3102,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3102,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3115,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3123,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3123,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3124,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3124,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3125,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3126,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3127,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3127,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3132,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3133,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3133,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
3134,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3134,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3143,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3143,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3149,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3149,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
3151,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
3151,8,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
3153,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3153,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3165,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3178,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3178,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
3186,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3186,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3188,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3190,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3190,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
3195,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
3195,8,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
3199,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3199,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3211,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3211,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3212,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3217,1,10:30,10:30,10:30,10:30,10:30,10:30,10:30,10:30
3217,8,10:30,10:30,10:30,10:30,10:30,10:30,10:30,10:30
3220,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3220,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
3230,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3230,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
3239,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3242,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3242,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3244,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3247,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3247,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3248,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3248,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3258,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3262,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3263,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3265,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3265,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3268,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3268,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3269,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3278,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3278,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3284,1,08:30,08:30,08:30,08:30,08:30,08:30,08:30,08:30
3284,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
3290,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3293,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
3295,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3295,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3297,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
3300,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
3300,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
3309,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
3309,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
3311,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3311,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3312,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3312,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3316,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3316,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
3324,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3324,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
3326,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3326,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3327,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
3328,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3335,1,10:30,10:30,10:30,10:30,10:30,10:30,10:30,10:30
3335,8,10:30,10:30,10:30,10:30,10:30,10:30,10:30,10:30
3338,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3338,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3339,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3339,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3343,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3343,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3351,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
3367,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3367,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3370,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3374,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3376,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3376,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3381,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3381,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3384,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
3384,8,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
3385,1,06:30,06:30,06:30,06:30,06:30,06:30,08:30,08:30
3385,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
3388,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3388,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3390,1,10:30,10:30,10:30,10:30,10:30,10:30,10:30,10:30
3390,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
3391,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3391,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3395,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3395,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3398,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3404,1,08:30,08:30,08:30,08:30,08:30,07:30,09:00,09:00
3404,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
3405,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3406,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3406,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
3411,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3411,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
3418,1,04:00,04:00,12:30,04:00,12:30,04:00,04:00,04:00
3418,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3423,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3423,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3425,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
3425,8,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
3430,1,06:45,06:45,06:45,06:45,06:45,06:45,08:30,08:30
3431,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3432,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3432,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3440,1,06:30,06:30,06:30,06:30,06:30,06:30,08:30,08:30
3442,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3442,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3443,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3443,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3447,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3447,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3450,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3450,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3451,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3451,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3455,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3455,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3456,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3456,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3460,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3460,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3461,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3461,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3461,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3462,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3462,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3463,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3465,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3465,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3469,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3469,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3470,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3470,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
3481,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3481,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3485,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
3485,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
3493,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
3493,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
4335,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4335,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4338,1,09:00,09:00,09:00,09:00,09:00,09:00,09:00,09:00
4338,8,09:00,09:00,09:00,09:00,09:00,09:00,09:00,09:00
4341,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
4341,8,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
4343,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4343,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
4343,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4357,1,06:00,06:00,06:00,06:00,06:00,07:00,07:00,07:00
4377,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4377,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
4380,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4380,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
4395,1,06:30,06:30,06:30,06:30,06:30,05:00,08:00,08:00
4395,8,06:30,06:30,06:30,06:30,06:30,05:00,08:00,08:00
4403,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4403,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
4403,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4409,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4409,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4413,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4413,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
4423,1,06:30,06:30,06:30,06:30,06:30,06:30,06:30,06:30
4423,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
4431,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4431,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
4432,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4432,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4432,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4445,1,05:30,05:30,05:30,05:30,05:30,05:30,07:30,05:30
4445,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
4466,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4466,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
4469,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4469,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
4477,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4477,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
4480,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
4480,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
4503,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4503,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
4512,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4540,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4540,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4541,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4541,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
4555,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4558,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4558,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4564,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4564,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
4573,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4573,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
4579,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
4579,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
4611,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4611,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
4614,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4614,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
4615,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4615,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
4622,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4622,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4626,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4626,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4642,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4642,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4877,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4877,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
4890,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4891,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4891,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
4893,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4893,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
4936,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4936,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4937,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4937,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4940,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4940,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4949,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4949,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4950,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4950,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4954,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
4954,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5000,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5002,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5002,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5007,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5007,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5008,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5008,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5009,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5009,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5012,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5012,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5014,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
5015,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5017,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5017,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5020,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5020,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5025,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5025,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5026,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5026,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5027,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5027,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5028,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5028,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5028,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5033,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5034,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5034,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5035,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5035,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5036,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5044,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5044,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5045,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5045,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5047,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5047,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5049,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5050,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5050,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5050,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5051,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5051,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5054,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5054,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5055,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5055,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5056,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5056,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5058,1,09:30,09:30,09:30,09:30,09:30,09:30,09:30,09:30
5058,8,09:30,09:30,09:30,09:30,09:30,09:30,09:30,09:30
5062,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5062,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5063,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5063,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5064,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5067,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5072,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5072,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5073,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5073,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5074,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5074,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5075,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5075,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5076,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5076,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5088,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5088,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5089,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5089,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5090,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5090,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5090,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5092,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5098,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5099,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5114,1,07:00,07:00,07:00,07:00,07:00,07:00,08:00,08:00
5129,1,06:30,06:30,06:30,06:30,06:30,06:30,06:30,06:30
5129,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
5135,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
5135,8,01:00,01:00,01:00,01:00,01:00,01:00,01:00,01:00
5141,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5141,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5142,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5143,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5143,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5143,10,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5149,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5153,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5153,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5155,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5155,8,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5161,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5161,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5165,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5167,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5167,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5168,1,04:00,04:00,04:00,04:00,04:00,04:00,04:00,04:00
5172,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5172,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5182,1,05:00,05:00,05:00,05:00,05:00,05:00,05:00,05:00
5197,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5203,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5207,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5209,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5209,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5213,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5213,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
5223,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5224,1,12:30,12:30,12:30,12:30,12:30,12:30,12:30,12:30
5224,8,22:00,22:00,22:00,22:00,22:00,22:00,22:00,22:00
